codgeo;SEXE-AGE3_B_POP_ENS_ENS;SEXE-AGE3_B_POP_1_ENS;SEXE-AGE3_B_POP_2_ENS;SEXE-AGE3_B_POP_ENS_00;SEXE-AGE3_B_POP_1_00;SEXE-AGE3_B_POP_2_00;SEXE-AGE3_B_POP_ENS_20;SEXE-AGE3_B_POP_1_20;SEXE-AGE3_B_POP_2_20;SEXE-AGE3_B_POP_ENS_65;SEXE-AGE3_B_POP_1_65;SEXE-AGE3_B_POP_2_65;CS1_8-SEXE_POP_ENS_ENS;CS1_8-SEXE_POP_1_ENS;CS1_8-SEXE_POP_2_ENS;CS1_8-SEXE_POP_3_ENS;CS1_8-SEXE_POP_4_ENS;CS1_8-SEXE_POP_5_ENS;CS1_8-SEXE_POP_6_ENS;CS1_8-SEXE_POP_7_ENS;CS1_8-SEXE_POP_8_ENS;CS1_8-SEXE_POP_ENS_1;CS1_8-SEXE_POP_1_1;CS1_8-SEXE_POP_2_1;CS1_8-SEXE_POP_3_1;CS1_8-SEXE_POP_4_1;CS1_8-SEXE_POP_5_1;CS1_8-SEXE_POP_6_1;CS1_8-SEXE_POP_7_1;CS1_8-SEXE_POP_8_1;CS1_8-SEXE_POP_ENS_2;CS1_8-SEXE_POP_1_2;CS1_8-SEXE_POP_2_2;CS1_8-SEXE_POP_3_2;CS1_8-SEXE_POP_4_2;CS1_8-SEXE_POP_5_2;CS1_8-SEXE_POP_6_2;CS1_8-SEXE_POP_7_2;CS1_8-SEXE_POP_8_2;IRANC-AGE5_55_POP_ENS_ENS;IRANC-AGE5_55_POP_2_ENS;IRANC-AGE5_55_POP_3_ENS;IRANC-AGE5_55_POP_ENS_01;IRANC-AGE5_55_POP_2_01;IRANC-AGE5_55_POP_3_01;IRANC-AGE5_55_POP_ENS_15;IRANC-AGE5_55_POP_2_15;IRANC-AGE5_55_POP_3_15;IRANC-AGE5_55_POP_ENS_25;IRANC-AGE5_55_POP_2_25;IRANC-AGE5_55_POP_3_25;IRANC-AGE5_55_POP_ENS_55;IRANC-AGE5_55_POP_2_55;IRANC-AGE5_55_POP_3_55;IRANR_2_POP_ENS;IRANR_2_POP_1;IRANR_2_POP_2;IRANR_2_POP_3;IRANR_2_POP_4;IRANR_2_POP_5;IRANR_2_POP_6;IRANR_2_POP_7;SEXE-AGE15_15_90_POP_ENS_ENS;SEXE-AGE15_15_90_POP_1_ENS;SEXE-AGE15_15_90_POP_2_ENS;SEXE-AGE15_15_90_POP_ENS_00;SEXE-AGE15_15_90_POP_1_00;SEXE-AGE15_15_90_POP_2_00;SEXE-AGE15_15_90_POP_ENS_15;SEXE-AGE15_15_90_POP_1_15;SEXE-AGE15_15_90_POP_2_15;SEXE-AGE15_15_90_POP_ENS_30;SEXE-AGE15_15_90_POP_1_30;SEXE-AGE15_15_90_POP_2_30;SEXE-AGE15_15_90_POP_ENS_45;SEXE-AGE15_15_90_POP_1_45;SEXE-AGE15_15_90_POP_2_45;SEXE-AGE15_15_90_POP_ENS_60;SEXE-AGE15_15_90_POP_1_60;SEXE-AGE15_15_90_POP_2_60;SEXE-AGE15_15_90_POP_ENS_75;SEXE-AGE15_15_90_POP_1_75;SEXE-AGE15_15_90_POP_2_75;SEXE-AGE15_15_90_POP_ENS_90;SEXE-AGE15_15_90_POP_1_90;SEXE-AGE15_15_90_POP_2_90
75111;145903;69960740262;75942259738;23202247134;11857327892;11344919242;100358437321;48404514597;51953922725;22342315545;9698897773;12643417772;128677507651;8.525267;4429339635;44166314822;2164267003;1438605817;4825210741;21491944147;17727444838;61065629625;7.49123;2989275265;2277777133;9256983789;5641945308;3596994206;9351495422;7443673076;67611878026;1.034037;1440064371;21388543492;12385686241;8744112862;1228216535;12140448725;10283771762;19395601641;11048097741;83475039;1335941347;988.83808;347103267;4820077169;1746.193281;3073883888;12204247204;7694673611;4509573594;1035335921;618.39277;416943151;144228655522;12483305388;11048097741;0;3251.175049;2995.684646;45.003328;2055.640877;145903;69960740262;75942259738;17219814721;8848428222;8371386499;36305769343;16596889767;19708879576;36662398993;18477013713;1818538528;2615949711;13065938251;13093558859;20184388734;9230399469;10953989265;8219225151;3391607965;4827617186;1151905948;350.462875;801443073
75112;139665;65093464042;74571535958;25296301229;12732618318;12563682911;89664754301;42666283011;46998471289;24703944471;9694562713;15009381758;121102674865;14.950499;3312320661;36553207425;19236551284;14452124442;4740985483;24307602397;18484932674;55603077227;10.543726;2290484345;19092916557;7835107734;5302559566;363727543;9707143709;7727046159;65499597638;4.406773;1021836316;17460290868;1140144355;9149564876;1103710053;14600458688;10757886515;16790428219;904662599;7743802229;1437297651;1022.128751;4151689;4005644496;1205.337534;2800306961;9911381868;587331466;4038067208;1436104205;945.845045;49025916;138264452528;121474024309;904662599;0;3433.397412;2913.493908;49.764857;1347.146051;139665;65093464042;74571535958;18515740566;9438866076;907687449;31924786202;14854265441;17070520761;30953515186;15142878576;1581063661;25885472428;12430010645;13455461783;20390622872;9083533079;11307089793;10035400588;3669745809;6365654779;1959462158;474.164416;1485297742
75113;180632;84173728212;96458271788;33971047374;1695741246;17013634914;114447348633;54550470386;59896878247;32213603993;12665845365;19547758628;156471600847;29.4757;3929402084;39734724373;22900562931;21808974685;7578293825;31851112402;28639054848;71659822025;14.484858;2743201796;20986226687;9522417072;8072496477;5782171797;12462565962;12076257376;84811778822;14.990842;1186200288;18748497686;1337814586;13736478207;1796122028;1938854644;16562797472;20835784049;10966116869;986966718;2072352354;1556.573131;515779223;612439883;1905.849104;4218549726;10974841911;637823647;4596605441;1664190953;1125.458163;538732791;178854670459;158018886409;10966116869;0;4281.103671;3417.011742;141.943509;2029.608258;180632;84173728212;96458271788;2412113512;12434906322;11686228799;43344700619;20185467036;23159233583;36950104405;18552305096;18397799309;33893206863;16009063809;17884143055;27856355015;11757383691;16098971325;12366366126;4742734377;7623631749;2100131851;491.867882;1608263969
75114;136596;62736188774;73859811226;24330235231;12406422416;11923812814;86405178742;40265950212;4613922853;25860586027;10063816145;15796769882;119400876114;18.010802;3068943207;35909870747;15879782744;13177697021;3831541577;24526855923;22988174093;53906950725;12.53092;1943652776;18875013698;6178436126;4555382566;2883841962;9489789229;9968303446;65493925389;5.479882;112529043;17034857048;9701346618;8622314455;947699614;15037066694;13019870647;1910664787;9072080122;10034567748;1623174529;1098.144409;52503012;5839363694;1879.615617;3959748077;1000886073;5107300576;4901560155;1635248917;987.01952;648229397;135270019579;116163371709;9072080122;0;3540.02868;3254.478014;96.315608;3143.745447;136596;62736188774;73859811226;17327657671;8933829392;8393828279;35907685104;16914337576;18993347527;26703319576;13018841205;13684478371;23770870088;10675036747;13095833341;20681437262;871500062;11966436642;10247497142;401467691;6232820232;1957533158;464.466324;1493066834
75115;232144;105135284051;127008715949;42869486235;21576639838;21292846396;146305601155;66808387741;79497213414;42968912611;16750256472;26218656139;200902381836;30.121537;5744915117;64860373778;27033773053;21696165265;6027248266;40899881321;34609903499;89156051505;17.428006;3791028783;33578587263;10510427933;7232502145;4500560432;16219317741;13306199203;111746330331;12.693531;1953886334;31281786516;16523345121;1446366312;1526687834;2468056358;21303704296;30738983791;16085886028;14653097763;3052836577;2081.230393;971606184;7831716496;2612.009843;5219706653;17343563073;9992850064;7350713009;2510867645;1399.795728;1111071917;22959190462;198852920829;16085886028;0;5571.0644;5397.183133;112.77519;3572.075041;232144;105135284051;127008715949;31240814594;1600455431;15236260284;56748366133;25257071684;3149129445;49278369613;23647177036;25631192578;40513740526;18554875584;21958864942;33031620947;13816009967;1921561098;18134068533;6981687133;11152381399;3197019653;873.908336;2323111317
75116;166014;75466029248;90547970752;35109858695;17526046793;17583811902;94304651286;42953078702;51351572585;36599490019;14986903753;21612586266;142284269054;104.879962;8002585147;4039943427;15014668038;13977430243;3646019927;30819275384;30319976083;63427908247;54.599839;5462810571;21430169083;6126922202;3877495691;2634639154;13187229744;10654041964;78856360807;50.280123;2539774577;18969265187;8887745836;10099934552;1011380773;17632045641;19665934119;21419961136;10879902126;1054005901;3365092688;1989.388686;1375704001;5223920454;1781.526624;344239383;10222079044;5618443156;4603635887;260886895;1490.543659;1118325291;164605572705;14318561157;10879902126;0;3900.375811;2800.256103;44.14333;3795.283767;166014;75466029248;90547970752;24110698813;12265620905;11845077908;34315574648;16009529916;18306044732;28352203645;12909319011;15442884634;33262345056;1521720317;18045141885;27076685477;1185643881;15220246667;15607982186;6177717212;9430264973;3288510175;1030.200223;2258309952
75117;165859;76847773849;89011226151;31914237453;15715269155;16198968298;107252027504;50310896127;56941131376;26692735044;10821608567;15871126477;14230915531;38.398244;5930501465;4708774128;19926401099;16297502221;5365853015;2417826646;23484491526;65099210329;25.734538;4172441546;23803396603;8227826751;5375371864;4122711589;9962055279;9409672159;7720994498;12.663706;1758059919;23284344678;11698574348;10922130357;1243141426;14216211181;14074819367;22917054241;1264054002;10276514221;2498903569;1850.636669;6482669;521304557;1585.288268;3627757302;13516273271;8091281755;5424991516;168883183;1113.333327;575498503;163835695745;140918641504;1264054002;0;4121.130137;3472.497433;36.504218;2646.382433;165859;76847773849;89011226151;23531844663;11720563478;11811281185;39761247174;18381189115;21380058059;37890856305;1827710208;19613754225;29860107663;14012041372;1584806629;2242834568;987950243;1254884325;10478974982;4036801927;6442173055;1907623532;540.573446;1367050086
75118;193665;95244893705;98420106295;35297067957;18007676909;17289391048;132691686277;66276063278;66415622999;25676245766;10961153518;14715092248;167287521292;38.034237;5569015863;46626454301;2748042512;23782556726;10525267833;25394801777;27870965435;81727230107;26.663454;3810719761;24436532702;12713841474;8908714812;8191227803;11084904042;1255462606;85560291185;11.370783;1758296102;22189921599;14766583647;14873841914;2334040029;14309897736;15316339375;23777652652;14218212096;9559440557;1789104956;1311.583309;477521647;5124509018;1930.833383;3193675635;15249926247;9911813855;5338112392;1614112431;1063.98155;550130882;19140040805;167622755398;14218212096;0;4054.511217;3532.781257;92.235673;1879.912409;193665;95244893705;98420106295;26336884546;13526697484;12810187062;46320293607;22441016937;2387927667;50967288813;26171592082;24795696731;35131771662;1770530107;17426470592;23711129951;11258478683;12452651268;9770073494;3825235526;5944837968;1427557928;316.571923;1110986004
75119;185513;88367363139;97145636861;41590276526;20435541964;21154734562;115752407874;5576679771;59985610164;281703156;12165023465;16005292135;154915599937;25.979421;463159262;33952443536;23791392469;25044279274;10104777247;27875106917;29490028454;7339307181;16.313003;3246854319;18305136163;10567637733;8990287369;7629571644;12222392717;12414878862;81522528127;9.666418;1384738301;15647307373;13223754736;16053991904;2475205603;156527142;17075149591;18351618628;11432174364;6919444264;2091074719;1641.528168;44954655;3651299117;1531.215825;2120083291;11256705363;7348381998;3908323365;1352539429;911.048373;441491057;183012847034;164661228407;11432174364;0;3243.423724;2127.090575;93.229848;1455.700118;185513;88367363139;97145636861;30571400066;15038291322;15533108744;41060187379;19734723273;21325464106;40222622564;1969323681;20529385754;35282712757;16901563893;18381148863;26181177866;12252431726;1392874614;10737897225;4332774625;64051226;1457002143;414.34149;1042660654
75120;195600;92608652898;102991347102;39638862238;20047644541;19591217697;125456101721;59553878913;65902222808;30505036041;13007129444;17497906597;166272621859;20.017833;4842084305;39567996755;2721094778;25330627366;10290190694;30574479497;28436277629;77648895558;16.95039;3286805396;20254602256;11981088363;8904979539;7833882856;12992497623;12378089136;88623726301;3.067443;155527891;193133945;15229859417;16425647827;2456307838;17581981874;16058188493;18338320358;11015541295;7322779063;1807713404;1403.97792;403735484;3602623958;1374.637214;2227986744;11499426845;7299542009;4199884836;1428556151;937.384152;491171999;193435354363;175097034004;11015541295;0;3473.533481;2541.241432;54.572226;1253.431924;195600;92608652898;102991347102;29205409951;14911966461;1429344349;40594448756;19175870507;2141857825;44811960921;21940222908;22871738013;39269773866;18594207229;20675566637;28855800839;13072927787;15782873052;11184387979;4552248679;66321393;1678217688;361.209326;1317008362
83120;5993;2954112944;3038887056;1472718964;800961433;671757531;3411104129;167342402;1737680109;1109176907;479727492;629449415;4959864714;21.638132;249220175;368217182;816956799;969538358;432953382;1385828522;715512165;2324221537;10.858921;21122817;211228953;324303109;319498795;362570649;630532338;254000602;2635643178;10.779211;37992005;156988229;49265369;650039563;70382733;755296184;461511563;673173963;242298096;430875867;173191942;77.298915;95893027;98590404;32.459922;66130482;329783945;118586748;211197197;71607671;13.95251;57655161;5939040672;5265866709;242298096;48899012;311.773017;57.237109;4.311632;8.655097;5993;2954112944;3038887056;1085284948;580859071;504425877;913980939;493223097;420757842;1146664933;554590755;592074179;1348602828;648989209;699613619;986409887;486024978;500384909;450054726;17671224;273342486;62001739;13.713594;48288145
84089;20397;9793629403;10603370597;4632085966;241507362;2217012346;11480479595;5525966897;5954512699;4284434439;1852588887;2431845553;1686722016;107.664968;662428908;1660128588;249052229;2948653522;1834194969;4484594454;267903246;7942237913;75.719565;470697634;1045880129;1149895247;661888544;152115481;2076393179;940608805;8924982247;31.945403;191731274;614248459;1340627043;2286764978;313040159;2408201275;1738423655;2674359303;1257489949;1416869354;522180073;274.481942;247698131;431608593;205.334724;226273869;1366729986;652368877;714361109;353840651;125.304406;228536245;20148829818;17474470515;1257489949;38746547;717.505652;215.602863;3.000063;93.295307;20397;9793629403;10603370597;3527794716;1856776782;1671017934;3536235895;1758489474;1777746421;3635869195;1785119277;1850749918;4163847603;19473496;2216498003;3493793858;1674672115;1819121743;1803563403;698725373;110483803;23589533;72.496782;163398549
91027;35101;17218444276;17882555724;1027741161;5346479766;4930931843;20152088476;9744132833;10407955643;4671499914;2127831677;2543668238;27112408802;13.614153;795250156;2486693234;4274092228;5790337331;3599398094;4979713447;5173310159;1315282559;6.576015;602030689;1425040444;1950894328;1768045659;2979428212;2379364517;2041445726;13959583212;7.038138;193219467;106165279;23231979;4022291672;619969882;260034893;3131864433;2695230393;825599132;1869631261;672489946;277.532028;394957917;36323213;84.991329;278240801;139058255;388688963;1001893587;268925767;74.386812;194538956;34513823827;31818593434;825599132;683936455;902.999114;146.901253;31.030873;104.763566;35101;17218444276;17882555724;8022109186;4103837948;3918271238;6494245667;3147589802;3346655864;8069328;3890107693;4179220307;624366217;3161729439;3081932731;4112083951;2002064181;211001977;1901010873;839202897;1061807976;258560153;73.912316;184647837
91326;17007;8239289314;8767710686;4059323275;2062907365;1996415909;10395065569;5153512202;5241553367;2552611156;1022869747;152974141;13754437682;0;320094382;2412942583;2364961818;2538948368;1349504396;2726457021;2041529113;6600350145;0;223686751;1424719591;1064848972;88285807;1056673873;1133546213;814016676;7154087537;0;96407632;988222992;1300112846;1656090299;292830523;1592910808;1227512438;220096386;54528257;1655681291;34422441;128.528926;215695484;409696422;80.582423;329113999;1281346142;317237652;964108491;165696886;18.933569;146763317;16710889791;1450992593;54528257;742269946;606.471698;192.910782;8.032893;105.995972;17007;8239289314;8767710686;3254793976;1635126807;1619667169;3458662328;1690995686;1767666641;425558817;220411395;205147422;2683719994;1301586782;1382133212;2011188808;930803019;1080385789;1135481648;425553843;709927806;207565076;51.109227;156455849
91432;13453;6593312568;6859687432;3425472999;1740459932;1685013067;7933838672;3946684121;3987154551;2093688329;906168515;1187519814;10745273253;1.007176;426438366;1314824986;1920069161;1862972036;1275055813;2475299638;1469606078;5190691241;1.007176;309849053;748410384;931816478;481921733;104730471;1120568012;549813696;5554582012;0;116589313;566414602;988252683;1381050303;227751103;1354731627;919792382;1421239305;368934804;1052304501;320253485;78.332581;241920904;196506302;43.129636;153376666;719015181;154278141;56473704;185464337;93.194445;92269892;13247712918;11826473613;368934804;581591187;322.291165;84.099714;10.292756;54.029679;13453;6593312568;6859687432;271171956;1393621348;1318098212;234920056;1174552298;1174648262;2753429311;1328894731;142453458;277488881;1382082739;1392806071;1861718364;914986999;946731365;837750326;347640451;490109875;16429307;51.534002;112759068
91479;7503;3588;3915;1723;862;861;4224;2040;2184;1556;686;870;6120;0;305;540;1100;1060;560;1605;950;2930;0;235;320;455;295;475;815;335;3190;0;70;220;645;765;85;790;615;708;272;436;137;55;82;120;33;87;346;117;229;105;67;38;7421;6713;272;180;199;39;0;18;7503;3588;3915;1258;630;628;1303;607;696;1298;632;666;1642;820;822;1216;581;635;719;295;424;67;23;44
91589;36734;17937169097;18796830903;9137699352;46094461;4528253252;21749114559;10803855664;10945258895;5847186089;2523867333;3323318756;29769680949;0;856676624;4292605544;5362601673;5072552123;2843041236;6498300332;4843903416;14430073046;0;638785614;2496865708;2460095567;149492631;2372690488;3024603344;1942106016;15339607903;0;21789101;1795739836;2902506106;3577625813;470350748;3473696988;29017974;3039297253;829867722;2209429531;544322599;192.751847;351570752;581163394;146.846666;434316728;1646878852;406159725;1240719127;266932407;84.109484;182822923;3634328742;33303990167;829867722;959095642;752.80312;236.15699;26.792429;234.58135;36734;17937169097;18796830903;6956493668;350845021;3448043459;6748538938;3378592381;3369946557;7377958174;359004101;3787917164;7640577067;3837971996;3802605071;521586864;2554153548;2661715092;2444067462;989378866;1454688596;350496051;78.581086;271914965
91687;30706;14417673039;16288326961;8687785964;4341346829;4346439135;17390058107;8182930715;9207127392;4628155929;1893395495;2734760434;23832656059;0;557560936;2260898899;4058683705;4867915476;2924187988;5018879274;4144529781;10985234097;0;387513752;1257452238;1774813569;151846797;2317473668;2204342801;1525170099;12847421961;0;170047184;100344666;2283870136;3349447506;60671432;2814536473;2619359682;2942989257;821036498;2121952759;678355021;208.488258;469866763;426602575;106.15349;320449085;1564607394;410117844;1154489551;273424267;96.276906;177147361;30194222642;27251233385;821036498;1029255582;670.299421;236.818074;25.07213;160.507552;30706;14417673039;16288326961;6868247698;3441141525;3427106173;5612700594;257718393;3035516665;6319284933;3014373747;3304911186;5686564905;2694336117;2992228789;3889882338;1861942676;2027939662;2038760862;763332664;1275428198;29055867;65.362381;225196289
92002;62858;30107392844;32750607156;15534960744;785308978;7681870964;36245092323;1771331324;18531779084;11077946933;4540989824;6536957108;51138606081;10.336936;1236986542;14658151495;7616223981;5744411753;2261183452;11667979948;7943331974;24128029136;3.289771;920023134;8455256575;3011210705;1847534174;1834215813;4787663261;3268835704;27010576945;7.047166;316963409;6202894919;4605013276;3896877579;426967639;6880316687;4674496271;6458128167;207591654;4382211627;1193189669;586.939252;606250417;1259055289;194.747083;1064308206;3473309375;1083023767;2390285608;532573834;211.206438;321367396;62062309696;55604181529;207591654;819250488;2153.263521;725.40525;43.009632;641.282736;62858;30107392844;32750607156;11737735622;6017847821;5719887801;1167413385;579311563;588101822;12655216044;618123842;6473977624;12335916968;595075004;6385166928;8938547225;4078800178;4859747047;4803879075;1854885267;2948993808;712571215;230.755487;481815728
92004;85946;41073107398;44872892602;2188751474;11136817024;10750697716;53095506847;25375014447;27720492399;10962978413;4561275927;6401702486;68836453056;14.820062;2343496081;17766921275;11161856974;10537117884;4406479491;11206152397;11399608891;32368962457;7.271223;1743811605;9608391775;47934801;318098287;3548948151;4706370275;477970646;36467490598;7.548839;599684476;81585295;6368376874;7356135015;85753134;6499782123;6619902431;9242561991;2780365942;6462196049;148946226;724.61022;76485204;1474199941;217.845096;1256354844;5751246055;1698890224;4052355832;527653735;139.020402;388633333;84541142781;7529858079;2780365942;1812248139;2966.025883;1012.403127;41.684943;629.833958;85946;41073107398;44872892602;17245946443;8754145021;8491801422;172821989;8467426187;8814772713;21376875079;10368619813;11008255266;15256989222;723673495;8020254272;9664579665;4395063883;5269515782;4231302327;1629747302;2601555024;888108365;221.370243;666738122
92007;40812;19343087511;21468912489;11041029627;5534306996;5506722631;24531145486;1162441473;12906730756;5239824887;2184365786;3055459101;32220129434;0;744977806;4213696486;5191784824;7147215022;3107009317;5591349347;6224096633;15058473131;0;592765127;2453474689;2458526481;2119103446;2492320459;2432709523;2509573407;17161656304;0;152212679;1760221798;2733258343;5028111575;614688858;3158639824;3714523226;3861162871;1238246582;2622916289;805873186;326.559047;479314139;755451317;187.909059;567542258;2039444513;607640524;1431803989;260393855;116.137953;144255903;40072694932;36211532061;1238246582;721389236;1176.964135;414.709475;28.382642;281.470801;40812;19343087511;21468912489;8586870618;4312614085;4274256533;8197317634;3880403922;4316913711;9141839682;4519239363;462260032;7611682841;3490975446;4120707395;4782231586;2224817364;2557414222;2039026803;810996244;1228030559;453030836;104.041086;34898975
92009;28468;13351362761;15116637239;7203934358;3752416802;3451517556;17245935608;8036568864;9209366744;4018130033;1562377095;2455752939;22945242515;7.38447;750818172;6247139118;3896324218;2903108215;123091461;4181510679;3728043033;10554300807;3.835474;520271232;3377394635;1500336026;826248432;1015836913;165145069;1658927406;12390941707;3.548996;23054694;2869744483;2395988192;2076859783;215077698;253005999;2069115627;3282391403;842157371;2440234032;595225548;197.769917;397455632;535735141;86.384032;449351109;1912859568;477556187;1435303382;238571145;80.447236;15812391;28159360442;2487696904;842157371;1020335555;939.481074;294.482409;9.752685;176.182309;28468;13351362761;15116637239;5520619712;2799809595;2720810117;5387490096;2650765298;2736724799;6165288151;287877537;328651278;6031043661;2840180046;3190863615;3278560284;1470855112;1807705172;1647477087;608338468;1039138619;43752101;102.638872;334882138
92012;121334;56940846438;64393153562;26346928494;13337102627;13009825867;74589941732;35169059477;39420882256;20397129774;8434684335;11962445439;101030910818;12.586412;4281817869;33151186957;15060965666;11097423898;3133033822;19287227276;15006668918;46764727242;6.288414;2968424344;17747779413;5965060275;3451695598;2457504474;8139414119;6028560605;54266183576;6.297998;1313393525;15403407544;9095905391;7645728301;675529348;11147813157;8978108312;15334519247;5259168831;10075350415;2137448397;1124.884835;1012563562;2976209364;642.720033;2333489331;8915266955;2938589463;5976677491;1305594532;552.974501;752620031;119754115314;104419596067;5259168831;1746071697;4889.670957;1892.641137;56.208427;1490.758196;121334;56940846438;64393153562;20267638167;10149093166;10118545001;24297893867;11814755811;12483138056;2828618501;13624377646;14661807364;22578103743;10443017269;12135086474;15948096387;7131150489;8816945898;8463355215;3368473027;5094882189;149272761;409.97903;108274858
92014;20769;992163436;1084736564;5011825692;2582669186;2429156506;1220830264;5925610116;6282692524;3548871668;1413355057;2135516611;17046264218;2.995803;355086402;5260168795;2420361997;1769992288;650865027;3643070731;2943723173;8011737273;0;279098297;2988927665;936420293;541444698;513412275;1498501969;1253932075;9034526945;2.995803;75988105;227124113;1483941704;1228547591;137452753;2144568762;1689791097;2468880323;627174476;1841705846;401991663;165.056687;236934976;415886379;46.023956;369862422;1477337422;353977505;1123359917;173664858;62.116327;111548531;20505059672;1803617935;627174476;52727632;895.226767;261.400769;1.98789;155.8141;20769;992163436;1084736564;372858417;1909394986;1819189184;4321166374;2166822034;215434434;434768642;2130525859;2217160561;3657659713;1730532127;1927127585;2806122444;1337139166;1468983278;1639043787;583954373;1055089414;268737092;63.265815;205471277
92019;34170;16693382573;17476617427;8545172118;4395155929;4150016189;20384707072;10066603406;10318103666;524012081;2231623238;3008497571;27767466161;0;745224519;5556961883;4559645679;4281093923;1930160484;5285615662;5408764011;13440097307;0;566285;3241752736;2011323489;1217965083;1439521972;2316909738;2646339289;14327368855;0;178939519;2315209148;254832219;306312884;490638512;2968705924;2762424722;3885234404;1179273603;2705960801;58330319;278.915535;304387656;970856178;177.379941;793476237;197058837;619452461;1351135909;360486666;103.525667;256960999;33648638465;29763404061;1179273603;1019929071;939.850674;431.086089;8.43813;306.656837;34170;16693382573;17476617427;6400533814;3272285502;3128248312;7244593279;3839236757;3405356522;6925166753;3392693988;3532472764;6546605308;3157194934;3389410373;454512053;2092583733;2452536797;2083425335;830587749;1252837586;424554983;108.79991;315755073
92020;37010;17627159766;19382840234;902607257;4661570269;4364502302;22834918198;10927725719;11907192479;5149009232;2037863778;3111145454;30004665444;0;792219378;8455026673;5401273624;3975034893;1262317395;5689128906;4429664575;14095558026;0;569537361;4740905769;2168125159;1183705715;1015837424;2406584164;2010862434;15909107418;0;222682017;3714120904;3233148465;2791329177;246479971;3282544742;2418802142;365576367;872058164;2783705506;59112527;158.129687;432995583;61336711;97.644907;515722203;218458253;517087231;1667495299;26668876;99.196339;167492421;36446034912;32790271242;872058164;961440112;1036.395461;481.304128;42.095557;262.470248;37010;17627159766;19382840234;698983473;3533601717;3456233013;6905706655;3534841707;3370864948;8656042743;4148973812;4507068931;7381755206;3447080107;3934675099;4541361246;214640864;2394952606;2112353492;729543048;1382810444;422945929;86.710735;336235194
92022;20702;9997319625;10704680375;508913961;2630999433;2458140177;12392730954;6033515325;6359215629;3220129436;1332804867;1887324569;16813077506;0;474015166;501033292;2705376287;2170796379;603419682;3349257711;249987936;8031722074;0;369760951;2921566712;1109724739;65434869;509928112;1424483483;1041909387;8781355432;0;104254215;2088766208;1595651548;1516447689;9349157;1924774229;1457969973;2307606105;750615069;1556991036;413823982;187.608481;226215501;419726888;76.975778;34275111;1338045378;424747759;913297619;136009857;61.28305;74726806;20418146214;18110540109;750615069;467678849;676.738118;269.656039;5.675247;137.242783;20702;9997319625;10704680375;3892922465;1978597455;1914325009;3813280143;1976240612;1837039531;4506514491;2209950358;2296564133;4252616938;2005686109;2246930829;2721033399;1289476541;1431556858;1330095255;513326946;816768309;185537309;24.041603;161495705
92023;52926;24908520363;28017479637;13465105566;6932475257;6532630309;30477388472;14338617237;16138771235;8983505962;363742787;5346078092;42828681865;0.997659;1511538421;9273963092;7158553762;6496017187;2444976993;9458332713;6484302037;19672204037;0.997659;1094275072;5034561287;3035500765;1956421724;1964424299;3917666214;2668357017;23156477828;0;417263349;4239401805;4123052997;4539595463;480552694;5540666499;381594502;4720368854;1672305988;3048062866;957417777;447.621466;509796311;739473486;192.548057;546925429;2641702002;854411591;1787290411;381775589;177.724875;204050715;52308877466;47588508612;1672305988;1355938886;959.882707;479.770679;29.891918;222.578676;52926;24908520363;28017479637;10088567224;5253316456;4835250769;9625707674;4670206627;4955501047;10298649516;4767697795;5530951721;11161533373;5298376668;5863156705;70633082;3268251378;3795056822;3866017049;1443697312;2422319737;822216965;206.974127;615242837
92024;62485;30244557961;32240442039;15472260335;7723247721;7749012614;39467866164;19205103933;20262762231;7544873501;3316206307;4228667194;50529618724;14.084349;137517012;10325105681;8543748627;9470137143;4158974351;7655774658;8986623794;24253747569;6.254418;1099924891;5651100581;3825577041;3170272571;3332659825;350044103;3667517211;26275871155;7.829931;275245229;46740051;4718171585;6299864572;826314526;4155333629;5319106582;6025228396;1815075628;4210152768;676953637;328.319475;348634162;1139284405;162.468474;976815931;3798266583;1175137751;2623128832;410723771;149.149929;261573842;61533782403;55508554007;1815075628;741489398;2195.103613;794.871964;30.680846;448.006946;62485;30244557961;32240442039;11948748018;5977046607;5971701411;1337797189;6694253439;6683718451;15784065841;7704323808;8079742032;11010984915;5271407619;5739577296;7226970878;3314792585;3912178293;2664279108;1201610212;1462668896;47197935;81.123691;390855659
92025;86052;41194990283;44857009717;23784935113;1221622444;11568710673;51161166147;24406713584;26754452563;1110589874;457205226;653384648;67965693541;2.070574;2330135573;13206173405;10551493491;11506253552;5472189184;11893134183;13004243579;31928454051;0.999999;1708854722;7345868641;4480507073;3369083892;4555444471;5096593469;5371101784;3603723949;1.070575;621280851;5860304764;6070986418;813716966;916744713;6796540714;7633141795;7819124999;2904615768;4914509231;1659686998;813.898854;845788144;1131865487;282.267441;849598046;4498592291;1532917468;2965674823;528980223;275.532005;253448218;84764206769;7694508177;2904615768;1872018954;1935.508641;702.830575;29.104509;375.046551;86052;41194990283;44857009717;18082306465;9307536173;8774770292;16476788588;8097692248;837909634;1925944484;917818115;1008126369;16883233951;8065444793;8817789158;10089321511;4676537573;5412783938;4538131822;1701237538;2836894284;722772823;168.360809;554412015
