codgeo;STOCD_NBLOG_ENS;STOCD_NBLOG_10;STOCD_NBLOG_21;STOCD_NBLOG_22;STOCD_NBLOG_23;STOCD_NBLOG_30;STOCD_POP_ENS;STOCD_POP_10;STOCD_POP_21;STOCD_POP_22;STOCD_POP_23;STOCD_POP_30;STOCD_DUREE_ENS;STOCD_DUREE_10;STOCD_DUREE_21;STOCD_DUREE_22;STOCD_DUREE_23;STOCD_DUREE_30;ANEMR2_NBLOG_ENS;ANEMR2_NBLOG_0;ANEMR2_NBLOG_1;ANEMR2_NBLOG_2;ANEMR2_NBLOG_3;ANEMR2_NBLOG_4;ANEMR2_NBLOG_5;ANEMR3_NBLOG_ENS;ANEMR3_NBLOG_0;ANEMR3_NBLOG_1;ANEMR3_NBLOG_2;ANEMR3_NBLOG_3;ANEMR3_NBPIECES_ENS;ANEMR3_NBPIECES_0;ANEMR3_NBPIECES_1;ANEMR3_NBPIECES_2;ANEMR3_NBPIECES_3;ANEMR3_POP_ENS;ANEMR3_POP_0;ANEMR3_POP_1;ANEMR3_POP_2;ANEMR3_POP_3;GARL_NBLOG_ENS;GARL_NBLOG_1;GARL_NBLOG_2;NBPIR5P_NBLOG_ENS;NBPIR5P_NBLOG_1;NBPIR5P_NBLOG_2;NBPIR5P_NBLOG_3;NBPIR5P_NBLOG_4;NBPIR5P_NBLOG_5;SUROCCHS1P_NBLOG_ENS;SUROCCHS1P_NBLOG_1;SUROCCHS1P_NBLOG_2;TYPLR-ACHL20_NBLOG_ENS_ENS;TYPLR-ACHL20_NBLOG_1_ENS;TYPLR-ACHL20_NBLOG_2_ENS;TYPLR-ACHL20_NBLOG_3_ENS;TYPLR-ACHL20_NBLOG_ENS_A11;TYPLR-ACHL20_NBLOG_1_A11;TYPLR-ACHL20_NBLOG_2_A11;TYPLR-ACHL20_NBLOG_3_A11;TYPLR-ACHL20_NBLOG_ENS_A12;TYPLR-ACHL20_NBLOG_1_A12;TYPLR-ACHL20_NBLOG_2_A12;TYPLR-ACHL20_NBLOG_3_A12;TYPLR-ACHL20_NBLOG_ENS_B11;TYPLR-ACHL20_NBLOG_1_B11;TYPLR-ACHL20_NBLOG_2_B11;TYPLR-ACHL20_NBLOG_3_B11;TYPLR-ACHL20_NBLOG_ENS_B12;TYPLR-ACHL20_NBLOG_1_B12;TYPLR-ACHL20_NBLOG_2_B12;TYPLR-ACHL20_NBLOG_3_B12;TYPLR-ACHL20_NBLOG_ENS_C100;TYPLR-ACHL20_NBLOG_1_C100;TYPLR-ACHL20_NBLOG_2_C100;TYPLR-ACHL20_NBLOG_3_C100;TYPLR-ACHL20_NBLOG_ENS_C106P;TYPLR-ACHL20_NBLOG_1_C106P;TYPLR-ACHL20_NBLOG_2_C106P;TYPLR-ACHL20_NBLOG_3_C106P;TYPLR-CATL_NBPIECES_ENS_ENS;TYPLR-CATL_NBPIECES_1_ENS;TYPLR-CATL_NBPIECES_2_ENS;TYPLR-CATL_NBPIECES_3_ENS;TYPLR-CATL_NBPIECES_ENS_1;TYPLR-CATL_NBPIECES_1_1;TYPLR-CATL_NBPIECES_2_1;TYPLR-CATL_NBPIECES_3_1;TYPLR-CATL_NBPIECES_ENS_2;TYPLR-CATL_NBPIECES_1_2;TYPLR-CATL_NBPIECES_2_2;TYPLR-CATL_NBPIECES_3_2;TYPLR-CATL_NBPIECES_ENS_3;TYPLR-CATL_NBPIECES_1_3;TYPLR-CATL_NBPIECES_2_3;TYPLR-CATL_NBPIECES_3_3;TYPLR-CATL_NBPIECES_ENS_4;TYPLR-CATL_NBPIECES_1_4;TYPLR-CATL_NBPIECES_2_4;TYPLR-CATL_NBPIECES_3_4;TYPLR-CATL_NBLOG_ENS_ENS;TYPLR-CATL_NBLOG_1_ENS;TYPLR-CATL_NBLOG_2_ENS;TYPLR-CATL_NBLOG_3_ENS;TYPLR-CATL_NBLOG_ENS_1;TYPLR-CATL_NBLOG_1_1;TYPLR-CATL_NBLOG_2_1;TYPLR-CATL_NBLOG_3_1;TYPLR-CATL_NBLOG_ENS_2;TYPLR-CATL_NBLOG_1_2;TYPLR-CATL_NBLOG_2_2;TYPLR-CATL_NBLOG_3_2;TYPLR-CATL_NBLOG_ENS_3;TYPLR-CATL_NBLOG_1_3;TYPLR-CATL_NBLOG_2_3;TYPLR-CATL_NBLOG_3_3;TYPLR-CATL_NBLOG_ENS_4;TYPLR-CATL_NBLOG_1_4;TYPLR-CATL_NBLOG_2_4;TYPLR-CATL_NBLOG_3_4;VOIT_NBLOG_ENS;VOIT_NBLOG_0;VOIT_NBLOG_1;VOIT_NBLOG_2;VOIT_NBLOG_3
200071546;10028231156;7611239396;1857745976;382007137;68326186;108912461;2408199228;19088871992;3932196479;74721703;105394974;208311804;167439107957;152553165476;9842128313;3075205532;383936352;1584672284;10028231156;106280458;1793191521;179034;2233286126;1045683037;2102925892;10028231156;106280458;1793191521;179034;5381895055;44715198415;3993782757;7073142742;7915179329;25733093587;2408199228;2367312583;4342617285;5030060948;12342001465;10028231156;8097327069;1930904087;10028231156;108978846;616993849;1713579578;2886469543;4702209338;9915820514;120970341;9794850173;9768798856;9202810575;526885459;39.102823;1470453806;1410157581;5333907;6.957155;68671901;648606069;36104979;2.007962;1162613366;1077425166;7910063;6.08757;2671766633;2503833383;160924664;7.008587;2126980166;2006446779;115514818;5.018568;1650265876;1556341597;81901299;12.02298;49246517889;47281907803;1848465827;116144259;44715198415;43047652301;1587421761;80124354;144329767;83.36412;47.121855;13.843792;1165304319;1162304319;2;1;3221685388;2988587063;211922211;21.176114;11199784759;10432439272;711271297;5607419;10028231156;9394239394;593885459;40.106303;49046388;29.121457;15.003035;4.921896;280909078;277909078;2;1;841598137;731169343;100382803;10.045991;10028231156;640412904;4226955523;4359447864;801414865
200071553;2264966353;17030586022;3358843611;1860606029;130466157;269161711;55259963897;43914757092;6753543224;3868568262;201484812;521610508;389334112867;346252436136;18856216606;19324329154;1037211875;3863919096;2264966353;2211022665;3751276909;3832425092;512930024;2848304987;4877333637;2264966353;2211022665;3751276909;3832425092;12854938864;110886719307;9121211247;16354544004;18470021868;66940942188;55259963897;4921139414;9374026441;11086127075;29878670968;2264966353;18150463521;449920001;2264966353;237487839;1102465646;2903392159;5188025182;13218292705;22455595772;189526704;22266069068;22182132455;20451249929;1595160137;135.722389;5460280242;5193529021;246791855;19.959367;1315587318;115754504;153067973;4.974305;1995987501;1690195981;294293322;11.498197;6049407451;5585194225;401556299;62.656927;4223131028;3923668642;271806987;27.655398;3137738916;290111702;227643702;8.978194;122923781375;117043184389;5459295737;42130125;110886719307;105890020952;4664702846;331995509;444707641;326.053496;94.335179;24.318966;4158087149;4025126757;100804602;32.155789;7434267279;6801983184;599453109;32.830986;25356297987;23226509312;193694009;192848585;2264966353;20862574347;1635415084;151.6741;113052626;68.925513;39.067307;5.059806;891252254;847472547;30.711896;13.067812;1702329577;1447536906;231745803;23.046868;2264966353;1363453722;8989811443;10572458368;1723939998
200071579;13149132924;9464544105;2529131553;84588986;99845231;209722176;27598497717;20476130894;4700677176;1879165737;14569666;396827251;240540225827;213069572985;16855291208;6917569785;583378401;3114413448;13149132924;1332795902;2219035262;2071144146;2926670378;1441463354;3158023882;13149132924;1332795902;2219035262;2071144146;7526157615;57034143761;4969874525;8698098369;8722690734;34643480133;27598497717;2768527514;47752591;480658589;15248125213;13149132924;9674381739;3474751185;13149132924;243755138;884041403;2448933783;4093843023;5478559577;12895705498;12956919;12766136308;12906364213;1091468089;1869910979;121.772344;2843005426;2423666185;409340024;9.999217;1205417088;985619959;216795027;3.002102;1912271138;1467800068;439493502;4.977568;3287155285;2838431138;354905327;93.818819;2119171864;1841685187;27549053;1.996146;1539343413;1357478352;173886569;7.978491;70656357192;6355842664;6896343372;201587181;57034143761;51204978049;5649624617;179541095;151051637;74.616866;76.43477;0;7035032465;6928286521;95720618;11.025326;6436129329;5350545203;1074563366;11.02076;16131278316;13649348542;2346101315;135828459;13149132924;11115637207;1911723374;121.772344;44419938;16.617522;27.802416;0;144198915;1407359786;26.612585;8.016779;1495736304;1109734028;37996294;6.039336;13149132924;1266372691;598836411;4847983462;1046412662
200071587;2390452759;17314908185;389945704;209639202;15409866;439671686;49835830342;37546143497;7538116455;3727277071;230752342;793540978;443759278256;386238279432;27781058043;22115453162;1464071584;6160416036;2390452759;2193378677;3705167683;3844283604;5184320788;31394294;5837947438;2390452759;2193378677;3705167683;3844283604;14161697626;106766706958;8539542688;15151238248;16525827261;66550098761;49835830342;4418258083;8091628182;8984735109;28341208967;2390452759;17260811352;6643716238;2390452759;363769402;1581919682;4533635759;6745475099;10679727648;23607610971;33922671;23268384261;23547072426;21331729424;211123221;104.110791;7792739987;7363439024;404227518;25.073445;2258111313;210054308;143468825;14.099408;316324612;2650502236;499538252;13.205633;5535884126;4805673126;717159907;13.051093;2616274048;2377385509;210293822;28.594717;2180816832;203418645;136543885;10.086497;134721486347;126585185133;7809035099;327266115;106766706958;100336006982;6164520585;266179391;608500763;480.69831;123.78658;4.015873;13071524835;12777449264;266836873;27.238697;14274753791;12991030576;1253891061;29.832154;30396273232;27501284565;2734831553;160157114;2390452759;21649827778;2141542514;113.157299;157056945;109.990057;45.061597;2.005291;3023852469;2885447496;115.190105;23.214868;3310836227;2856019234;433037337;21.779656;2390452759;2842338366;10668292453;8656415121;173748165
200071595;10200574485;6864230813;2099969771;62004171;323323377;293008814;208725268;14984156544;3734681479;1163505117;45867376;5315099;190270603371;163522984539;13222255454;7929640023;1033870634;4561852722;10200574485;1215272749;1692509956;1460658933;1993593672;1266913462;2571625713;10200574485;1215272749;1692509956;1460658933;5832132847;46161629332;4043943351;6607565738;6459345062;29050775181;208725268;2243600215;3564836015;3412074117;11652016454;10200574485;6965799626;3234774859;10200574485;341114872;746216498;1589639807;2601116092;4922487216;9856641949;114436931;9742205018;10073442573;7277260724;2759037912;37.143937;3518528719;2433052646;1077613506;7.862567;737778953;488260739;244513216;5.004998;1344355373;882844371;457441395;4.069608;2469825547;1823953041;637948051;7.924455;1209076242;1005000644;198082421;5.993176;793877739;644149283;143439324;6.289132;55819004396;44498080417;11136519095;184404884;46161629332;37300696927;8754236979;106695425;274288368;110.84454;161.466393;1.977435;388870726;328945751;537232798;62.016951;5494379437;379708144;1683582925;13.715072;12778235029;8966061686;3708287766;103885578;10200574485;7369205352;2792243832;39.125301;102389656;23.162024;77.250197;1.977435;978781269;723063384;205.700933;50.016951;1496489619;850630925;633092803;12.765891;10200574485;1306614722;4847656881;3434816536;611486346
200071629;21299901619;15074063846;4982938395;777820874;267279077;197799426;4642000065;34412211502;9696222821;155422793;40358291;353755487;316479650174;279859905374;26770955002;6056414055;1117418826;2674956917;21299901619;2490336896;4171766465;3898111785;497141227;2164354746;3603919458;21299901619;2490336896;4171766465;3898111785;10739686473;90790605021;8911529319;15950642797;16320080522;49608352384;4642000065;5097128611;9181182854;9276744301;22864944884;21299901619;17923056721;3376844898;21299901619;28205007;1488037733;4360841177;6508139125;8660833514;21025627228;289125134;20736502095;205436112;18508628412;1960831514;74.151274;1377430035;1349686616;24703625;3.039794;813189006;790099223;17082016;6.007766;2669344768;2262851234;397133089;9.360445;5997493883;5556960451;431478759;9.054673;516961777;4725632437;426624912;17.360421;4516535737;382339845;663809112;29.328175;102640452673;95757659515;6619964629;262828529;90790605021;85023114529;5593172631;174317862;24012443;154.738841;80.175425;5.210164;5937861861;5713699459;15811547;66.046933;567186136;4866106687;788501103;17.253571;24547864054;21866583862;2517501919;163778273;21299901619;19043282582;2152585732;104.033305;73924249;42.750558;29.086235;2.087456;162587466;1519990173;56.331084;49.553403;1548163526;1260560548;279498868;8.104109;21299901619;1746655805;9964979825;8336398695;1251867295
200071645;3536954301;2683687726;570884526;170771895;250831;86527054;7886673381;6209658574;1112762451;362840432;45321596;156090329;66532821465;59474138551;4229510064;131419534;77432227;1437545283;3536954301;279939045;56767353;575783072;810032764;489687757;813838133;3536954301;279939045;56767353;575783072;2113558653;16086788144;1136970669;2334772375;2490188201;10124856899;7886673381;589172294;1349507799;1414652801;4533340489;3536954301;2538560378;998393923;3536954301;79346786;206149638;54042306;1042969993;1668064824;3468841594;55820774;341302082;3486793984;3112211317;351538854;23.043813;1479858741;1357014565;113832535;9.011641;332194649;303707305;27482573;1.00477;291364721;242133284;49231436;0;556533146;479122461;73418811;3.991874;509938102;435542709;66419389;7.976004;316904625;294690993;21154108;1.059524;21965105014;20541116649;1359967691;64020674;16086788144;14978634821;1065172849;42980473;51901234;40.912839;8.026063;2.962332;3659240495;3606513812;52726683;0;2167175141;1915055177;234042095;18.077869;5032194981;4539261293;449837119;43096569;3536954301;315739467;356515819;23.043813;12744292;8.759238;2.010166;1.974888;900956555;886014401;14.942154;0;581539833;487092985;7636898;18.077869;3536954301;307659802;1534732528;1385668751;308893219
200071652;2169757369;171177951;378336145;29310563;9046812;41284341;4859666667;3845056582;866692728;49199873;27247867;71469615;41982765175;38044448445;2627797342;333931056;36624197;939964135;2169757369;17968083;300188772;338610357;49878691;333853973;518636526;2169757369;17968083;300188772;338610357;135127741;9826346943;722723579;1315550327;1507000455;6281072583;4859666667;403418425;747962233;857079031;2851206977;2169757369;156833406;60142331;2169757369;14080788;137882068;388258174;629433017;1000103323;2168688566;24923755;2143764811;2152222313;2096541476;43687237;11.993599;988420897;955425248;2607388;6.92177;19890129;195760872;3140417;0;173430292;16732766;6102632;0;338968766;33375652;3140417;2.071829;264371915;258142024;5229891;1;188129152;186129152;0;2;12664190932;12412672012;189431798;62087123;9826346943;9660611707;122558759;43176478;30833333;24.833333;4;2;1451003955;1430599475;12547897;7.856583;1356006701;1296627496;50325143;9.054062;2929081549;2842046395;66083946;20951208;2169757369;2114076533;43687237;11.993599;6388889;3.388889;1;2;391401397;384531183;3.949766;2.920448;361533894;340049791;17446943;4.037161;2169757369;133094058;997048768;874221442;165393101
200071678;45924753343;30199355827;8073792406;6465771473;870152498;315681139;102246793983;71915782328;14842119793;13733648808;11325019;622741154;778335218534;665700698231;40536090654;65303249909;2838926374;3956253366;45924753343;5586982065;8419464355;6958540146;9504203391;520431211;10251251276;45924753343;5586982065;8419464355;6958540146;24959766777;201770186015;19179281397;32218998013;29822562493;120549344112;102246793983;10872735342;18882258379;18181651055;54310149207;45924753343;33670632305;12254121038;45924753343;1573137425;3904756908;6708814987;11678402511;22059641512;44414102948;688056346;43726046602;45214639375;34423363877;10284095565;507.179933;4631112705;4074250347;404671929;152.190429;2687180644;2298837667;38733526;1.007717;9367210204;6531911016;2730471622;104.827566;16302161322;11497305613;4637542568;167.313141;7575868515;6180273634;1344209019;51.385863;4651105986;3840785601;779865167;30.455217;215432826585;181070626854;33442711307;919488424;201770186015;170455462428;30465871977;848851609;929456449;390.37477;536.856363;2.225316;2192943468;2012698067;141087475;39.157926;10540240653;8212091588;2298895492;29.253573;49581212393;37439519513;11582876129;558816751;45924753343;35085086753;10330490456;509.176134;398976122;103.535771;293.215035;2.225316;496581191;416852617;58.667636;21.060938;2760901737;1834044372;900503003;26.354362;45924753343;4872730999;22113143742;16346532073;259234653
200071751;59070987073;35996136302;11249074562;9629521224;124326255;952992434;128745652992;83252871547;20928739713;20932972668;1702986821;1928082243;923972905903;747855603363;69994229848;89109294156;4627790467;12385988068;59070987073;7052494397;11744265834;10359011379;11983652685;650691493;11424647847;59070987073;7052494397;11744265834;10359011379;29915215462;252046623935;24056153983;43254192601;42899180738;141837096614;128745652992;14308515832;26325744267;25909873927;62201518967;59070987073;44320929417;14750057657;59070987073;2191929607;5651624765;10322966627;15669076061;25235390013;56912522086;111431342;55798208666;57863463361;36402778804;2091988903;540.795527;750906093;6167611681;1323413876;18.035374;3319702676;2247824501;1056319275;15.5589;9652696401;428463358;5288567906;79.494914;1786152565;10647400048;7021410959;192.714642;10308638655;7524880219;268512391;98.634527;9211839049;5530428775;3545053104;136.35717;281256307472;204369960722;75814036198;1072310553;252046623935;184866085479;66190699711;989838744;1454174126;498.361673;927.195234;28.617219;7340658809;6772607119;557766417;10.285273;20414850602;12232906451;8138374835;43.569316;6719676284;41477555537;25103176252;616031052;59070987073;37133989113;21389021956;547.976004;540702697;119.417156;398.892876;22.392664;1714511777;1475979596;232.246908;6.285273;5870561293;2748169671;3083014512;39.37711;59070987073;6764049752;27056199767;2116708908;4083648475
200071769;7108400962;5258583644;1129145379;508944723;32238181;179489036;16907237821;12602789321;2796481607;1067284433;63786275;376896187;138935254173;121937082862;9495328996;4558623652;215239678;2728978986;7108400962;606316639;1040736934;1037781312;1545137818;961054928;1917373332;7108400962;606316639;1040736934;1037781312;4423566078;33076057809;2506902708;4529264195;4758143642;21281747264;16907237821;1450670919;2768811669;2933671766;9754083467;7108400962;5013481688;2094919274;7108400962;51757532;348012277;1062324488;206136877;3584937895;708508991;192217623;6892872286;7056896178;6424830267;607904455;24.161456;527915662;5047405;20147351;3.027811;1734102258;1664038128;67067005;2.997125;1660366574;1481726451;173553463;5.086659;1865789424;15930313;269713837;3.044288;669179947;596854429;69325518;3;599542313;584439458;8097282;7.005574;37919214096;35648731677;2191111741;79370678;33076057809;31200358041;1805333372;70366395;34038985;24.011055;10.02793;0;142573942;1408557074;15146147;2.036199;3383377882;3015805507;360604292;6.968084;820769472;7432265635;746214105;2921498;7108400962;6474326432;609913074;24.161456;10812788;4.802211;6.010577;0;31443158;307358732;6.054749;1.0181;77404939;645778261;124235705;4.035424;7108400962;689705235;3107406876;2646416214;664872637
200071777;4952686001;3380938225;913051736;410611235;99314322;148770482;11096862892;7738636422;2116941952;831830617;130239311;279214589;92742229975;81960789692;5790647965;3153579702;40196135;1435251266;4952686001;497142142;895633313;709735769;1006014122;550378439;1293782215;4952686001;497142142;895633313;709735769;2850174776;23059934757;1996938383;3668889532;3247828936;14146277906;11096862892;111465254;2118169284;1883104784;5980936284;4952686001;3647218849;1305467152;4952686001;113438004;230628385;685917311;1402899861;251980244;4835890411;96043221;473984719;4839245076;4255563008;52388115;59.800918;891209141;853107384;32204967;5.89679;418166265;371943804;44248081;1.97438;873118344;668296101;193054943;11.7673;1303657249;1109178897;161248906;33.229446;772006719;694164276;75894048;1.948395;581087358;558872547;17230205;4.984606;27024435944;24679972146;223590115;108562648;23059934757;21308969871;164652431;104440576;216434806;122.201996;94.232811;0;835785993;807392399;28393594;0;2912280388;244140788;466750436;4.122072;588685075;5075259208;746745959;64845583;4952686001;4339727198;550235293;62.72351;57670886;24.832536;32.83835;0;191444058;181300162;10.143896;0;685049805;529399312;15352842;2.122072;4952686001;469402471;2152297568;1899347108;431638855
200071785;24062335982;14539132148;4652507376;4228448147;226408105;415840206;54180153149;33531666348;10833066035;8634978896;345612913;834828956;418698733579;333594524658;33584160851;43951066529;1666928056;5902053485;24062335982;2614051077;433425054;3997886666;4544344283;2967479468;5604323948;24062335982;2614051077;433425054;3997886666;13116147699;106776723834;9800468941;17803164648;17394143034;61778947211;54180153149;5887160386;1079384397;10274770973;2722437782;24062335982;14590478226;9471857756;24062335982;449539234;1645108021;414638102;683434804;10986959666;2367056066;501160195;23169400465;23855845161;18859783164;488985269;106.209308;1290902259;1208711067;71126855;11.064338;537970834;4921158099;44456087;13.989371;7473232857;5773883919;1683663771;15.685167;5978858897;406168176;1901247137;15.930001;2097921116;1550852419;518524688;28.544009;1635221692;13434959;27072937;20.996422;119975273996;101576512142;18054029661;344732193;106776723834;91155037789;15308544888;313141157;44412074;268.291614;173.104987;2.724139;1940167194;1820191773;118969132;1.006289;10814262228;8332990967;2453410654;27.860607;27372288617;2133779891;5905138195;129351512;24062335982;19036344463;4918776855;107.214663;132734459;57.780876;72.229444;2.724139;42341909;380728251;41.68455;1.006289;2753799087;186294532;872447346;18.406421;24062335982;4233569841;11213592477;7146688852;1468484811
200071819;7624692197;5720920477;1334658893;256268984;70916456;241927387;14901990943;11422239675;2500756647;452977078;125151866;400865678;153453856683;135320157822;10935856726;2362687474;457888729;4377265932;7624692197;732223817;1133276824;1108196032;1578363707;93814626;2134485557;7624692197;732223817;1133276824;1108196032;4650995524;34385481723;2970114207;4706667249;4780751322;21927948946;14901990943;1459856189;2382087397;2334794807;8725252551;7624692197;5934030645;1690661551;7624692197;78778819;442060593;1302004432;2413630068;3388218285;756427203;109106986;7455165044;7517491604;6919446663;557825698;40.219244;2292431812;2125703266;156666394;10.062151;728787329;633849121;89936278;5.001929;1179604576;1058378217;119186072;2.040286;1883452142;1754925352;11950034;9.02645;835853605;774414218;54402487;7.0369;597362141;572176488;18134126;7.051528;51246302436;48644355741;2400976725;200969969;34385481723;32587032777;1692919599;105529347;207726753;162.146719;45.580033;0;10644870788;10469332438;111599313;63.939037;6008223172;5425843807;55087778;31.501586;11396630857;1045360836;822331088;12069141;7624692197;7016545037;564929626;43.217534;48464493;32.262207;16.202285;0;2346467455;2257846777;39.632259;48.988419;1377006713;1146954338;201566918;28.485457;7624692197;863810394;3429678583;2709394633;621808586
200071827;67512305963;39144664378;16070761742;1003437344;1312257914;950248488;137970745451;85401481378;28608738401;2037928605;1728799714;1852439907;1059668985841;860722731182;84939224092;98000277732;4545539554;11461213281;67512305963;9845216932;13436207639;10627953028;12570240701;7114498022;13918189641;67512305963;9845216932;13436207639;10627953028;33602928364;278446223017;32014934151;48663364434;43433362459;154334561973;137970745451;1834930656;28191467844;24889374706;66540596341;67512305963;44869387802;2264291816;67512305963;2670105597;6764995226;12569216358;20113632978;25394355804;65036566507;1266521677;6377004483;66363005795;47467636871;18347535316;547.833609;7667690304;6395262726;1253360387;19.067191;5539267262;450592828;1025350263;7.988719;14248177246;878012068;5382426892;85.629674;21464078807;15019979768;619674585;247.353188;10247193751;7197831466;2912263578;137.098707;7196598427;5568513951;1577388345;50.696131;306346606715;245657612722;59277353111;1411640882;278446223017;224990053186;52212532037;1243637794;1433503333;717.083994;689.157264;27.262076;3053222861;2648202607;392257791;12.762462;23413657505;17302272935;5983406019;127.97855;753653573;53363561256;21345189647;656606398;67512305963;48421946969;18530772544;559.586449;496435737;168.35255;314.905997;13.17719;838893782;624217332;208.728362;5.948089;6517721818;4149044404;2290782744;77.89467;67512305963;10316465842;32093828976;21138174321;3963836824
200071843;13390463036;8641664498;2199242331;2191475306;87882346;270198555;31703701672;21723079397;4448157148;4791339487;201750942;539374698;205247090417;160286556805;15605217239;24959302737;52531844;3870695195;13390463036;1416753295;2453827322;2461767577;3057947355;1693498947;230666854;13390463036;1416753295;2453827322;2461767577;7058114842;57527593579;5318337558;9322376703;10490568489;32396310828;31703701672;328467683;6046535213;6735504115;15636985514;13390463036;9337735421;4052727616;13390463036;305402487;130960896;2673272528;3504923127;5597255935;13099069776;350483371;12748586405;1315327082;9754060331;3316049112;83.161377;2170457481;2049866715;116663055;3.927712;116443959;979082531;18331784;2.039218;2442092187;1471254447;951311924;19.525816;3906198431;2694404433;1168078439;43.715559;1928739349;1394100146;530707602;3.931602;1541343782;116535206;365970253;10.02147;65370887092;54148915828;10929061264;29291;57527593579;47606734638;971014491;210714031;231745204;125.75226;57.138866;48.854079;3470035735;34182334;45368674;6.433661;4141512573;299819553;1116408815;26.908228;15375248983;11404033032;3834983018;136232934;13390463036;9965115258;3341186402;84.161377;7735853;28.855041;22.621608;25.881882;768944451;744341033;19.441022;5.162397;1138482965;665721701;451733987;21.027278;13390463036;1765181085;6023774697;450861257;1092894684
200071850;11051524699;8266480216;1481728538;1022041311;690113;212263334;25497314621;19601629974;302572387;2331698826;126722157;411539793;194415633398;169597750702;10250233507;11356906443;45742475;2753317996;11051524699;949588953;1782568198;1840825394;2683185547;1458192081;2337164525;11051524699;949588953;1782568198;1840825394;6478542154;49076876972;3517626511;7205290376;7938799208;30415160878;25497314621;2090637659;4429652059;5045335434;13931689468;11051524699;7960235194;3091289505;11051524699;186560927;82985476;1972574415;3016095671;5046438926;10851372229;368834892;10482537337;10901308657;9304657499;1569390431;27.260727;2853928047;2630154614;21669517;7.078263;1182348899;987725673;191640467;2.982759;148243962;1167119444;314302705;1.017471;32263478;2612699279;604554909;9.093612;130883077;1135427909;168369863;5.032998;847413522;77153058;73827317;2.055625;60998290316;55415403027;5484003909;98883379;49076876972;44498506818;4502722997;75647158;414377296;336.378472;74.920656;3.078168;6025631867;5931456507;8808366;6.0917;5481404181;4649061231;818276596;14.066354;13620649769;11656783579;1923480042;40386149;11051524699;9411187816;1613076156;27.260727;102345222;71.737813;28.536763;2.070646;1239717903;1205564331;31.132993;3.020579;1227061945;968293618;25073413;8.034196;11051524699;1049120163;4907088585;4074879405;1020436546
200071868;14177040867;9768064923;2477276675;1668083295;146705169;116910805;35583634293;26468213394;5091387482;3568398412;20515067;250484335;207980009975;173100024549;14871937031;17366815908;799035874;1842196613;14177040867;159571681;2654240799;2675156303;3395780995;1518351731;2337794228;14177040867;159571681;2654240799;2675156303;7251926954;67606440476;6356307289;11350497068;12731533408;37168102711;35583634293;3524114323;6558118483;7819676269;17681725218;14177040867;10906345719;3270695148;14177040867;209657678;708618952;1980180418;3456186562;7822397257;13983954396;187683915;13796270481;13810183413;12625320838;1048254107;136.608469;3350810663;3160159625;173711805;16.939233;922109315;784537952;137571363;0;1195477834;1025996103;164511905;4.969826;3208539722;2966094338;174722667;67.722717;2661863468;2445331651;185647942;30.883875;2471382412;2243201169;212088425;16.092818;75582764952;71764823669;3522509549;295431735;67606440476;64301455851;3047756162;257228463;263245527;204.118105;52.122017;7.005406;311998411;3060112816;40670289;19.201005;4593094839;4199136897;381961081;11.996862;15764161996;14340416654;1259978272;163767071;14177040867;12955340362;1078113036;143.587469;67869197;41.479845;22.352696;4.036656;540720986;51636129;16.176618;8.183079;978530946;827235157;143335921;7.959868;14177040867;1086751266;5589640373;641337937;1087269858
200071876;44111887925;28140937283;8575505677;6301475044;552150632;54181929;96347262725;65006970049;16727022975;12681339878;849554796;1082375027;74007058495;609001807237;53879037183;67099250224;2665600534;7424889772;44111887925;4991567311;7748212226;7329205604;9470430424;5041453379;9531018981;44111887925;4991567311;7748212226;7329205604;24042902784;196777728998;1843648156;31264400074;31935048934;11514179843;96347262725;10323769059;17708217627;18304740188;50010535852;44111887925;30941771428;13170116497;44111887925;899618072;3708664521;7504991118;11342213622;20656400592;43334093578;671147356;42662946222;43605759342;35147738719;8147847463;310.17316;10498734092;9012544874;1450825694;35.363523;3372276362;2777678356;585561351;9.036654;7191686572;4691606125;2482933761;17.146686;12426062781;9970658442;2286891088;168.513251;5777035853;4886957898;841348102;48.729854;4339963683;3808293024;500287466;31.383193;227706462007;196972358589;29933894433;800208985;196777728998;172112151713;24063783384;601793902;1146896159;690.027848;393.072243;63.796067;11190319064;10092374239;1051224496;46.72033;18591517785;14077804789;442581431;87.898686;51811528936;41025939531;10388159062;397430343;44111887925;35574127627;8223569146;314.191152;340286052;150.380407;169.312614;20.593032;2453382627;210052007;338.008998;14.853559;4905972331;3200911428;1657268303;47.7926;44111887925;5431402461;20124775246;15975092621;2580617597
