codgeo;superficie;SEXE-AGE3_B_POP_ENS_ENS;densite;taux_cumu_1_inj;latitude;longitude
93064;591,000;46043;7,79069373942470e+01;0,542;NA;NA
94041;611,000;63309;1,03615384615385e+02;0,579;NA;NA
93031;458,000;54771;1,19587336244541e+02;0,476;NA;NA
94033;556,000;52256;9,39856115107914e+01;0,616;NA;NA
94018;185,000;30053;1,62448648648649e+02;0,683;NA;NA
94022;542,000;46154;8,51549815498155e+01;0,535;NA;NA
94034;355,000;28230;7,95211267605634e+01;0,562;NA;NA
92026;416,000;82198;1,97591346153846e+02;0,681;NA;NA
93070;431,000;50670;1,17563805104408e+02;0,563;NA;NA
92076;309,000;8660;2,80258899676375e+01;0,722;NA;NA
69205;376,000;5036;1,33936170212766e+01;0,670;NA;NA
69044;412,000;5119;1,24247572815534e+01;0,733;NA;NA
69290;2971,000;46510;1,56546617300572e+01;0,539;NA;NA
69194;833,000;6951;8,34453781512605e+00;0,723;NA;NA
69266;1494,000;150659;1,00842704149933e+02;0,580;NA;NA
69096;593,000;9675;1,63153456998314e+01;0,544;NA;NA
69279;1213,000;5989;4,93734542456719e+00;0,693;NA;NA
69199;601,000;19254;3,20366056572379e+01;0,422;NA;NA
69282;2337,000;34151;1,46131792896876e+01;0,585;NA;NA
69286;1455,000;30410;2,09003436426117e+01;0,532;NA;NA
69284;726,000;3186;4,38842975206612e+00;0,749;NA;NA
69256;2109,000;50823;2,40981507823613e+01;0,441;NA;NA
69143;546,000;7560;1,38461538461538e+01;0,641;NA;NA
69071;308,000;1175;3,81493506493507e+00;0,693;NA;NA
69207;542,000;3043;5,61439114391144e+00;0,624;NA;NA
69278;865,000;5490;6,34682080924855e+00;0,661;NA;NA
69088;232,000;7068;3,04655172413793e+01;0,645;NA;NA
93013;209,000;16139;7,72200956937799e+01;0,536;NA;NA
93014;396,000;28992;7,32121212121212e+01;0,415;NA;NA
93029;776,000;72109;9,29239690721650e+01;0,514;NA;NA
93073;2262,000;36230;1,60167992926614e+01;0,495;NA;NA
94079;431,000;28592;6,63387470997680e+01;0,601;NA;NA
92032;253,000;25342;1,00166007905138e+02;0,638;NA;NA
92019;637,000;34170;5,36420722135008e+01;0,629;NA;NA
93008;678,000;54272;8,00471976401180e+01;0,470;NA;NA
94002;367,000;44287;1,20673024523161e+02;0,580;NA;NA
92035;178,000;29430;1,65337078651685e+02;0,691;NA;NA
92063;1453,000;77986;5,36724019270475e+01;0,683;NA;NA
92064;751,000;30038;3,99973368841545e+01;0,697;NA;NA
92022;357,000;20702;5,79887955182073e+01;0,691;NA;NA
92004;482,000;85946;1,78311203319502e+02;0,617;NA;NA
13024;1445,000;2684;1,85743944636678e+00;0,582;NA;NA
13049;1950,000;1989;1,02000000000000e+00;0,577;NA;NA
13008;1260,000;560;4,44444444444444e-01;0,655;NA;NA
84089;5923,000;20397;3,44369407394901e+00;0,565;NA;NA
94001;114,000;5818;5,10350877192982e+01;0,589;NA;NA
94055;342,000;10403;3,04181286549708e+01;0,695;NA;NA
94044;692,000;27684;4,00057803468208e+01;0,511;NA;NA
91589;698,000;36734;5,26275071633238e+01;0,608;NA;NA
92075;155,000;27466;1,77200000000000e+02;0,714;NA;NA
92040;425,000;68260;1,60611764705882e+02;0,699;NA;NA
94069;146,000;14001;9,58972602739726e+01;0,654;NA;NA
92071;360,000;19606;5,44611111111111e+01;0,706;NA;NA
94077;842,000;21214;2,51947743467933e+01;0,556;NA;NA
93049;342,000;20915;6,11549707602339e+01;0,622;NA;NA
94081;1166,000;94649;8,11740994854202e+01;0,556;NA;NA
94046;533,000;55899;1,04876172607880e+02;0,669;NA;NA
92025;780,000;86052;1,10323076923077e+02;0,590;NA;NA
92060;341,000;29665;8,69941348973607e+01;0,679;NA;NA
92046;207,000;30711;1,48362318840580e+02;0,658;NA;NA
92020;292,000;37010;1,26746575342466e+02;0,621;NA;NA
94053;457,000;4622;1,01137855579869e+01;0,664;NA;NA
94047;336,000;4766;1,41845238095238e+01;0,657;NA;NA
93015;419,000;4866;1,16133651551313e+01;0,624;NA;NA
93046;736,000;45012;6,11576086956522e+01;0,539;NA;NA
93078;1037,000;37280;3,59498553519769e+01;0,464;NA;NA
93074;371,000;7003;1,88760107816712e+01;0,528;NA;NA
94058;396,000;33793;8,53358585858586e+01;0,683;NA;NA
94015;335,000;16919;5,05044776119403e+01;0,679;NA;NA
94048;460,000;4839;1,05195652173913e+01;0,669;NA;NA
94076;529,000;54964;1,03901701323251e+02;0,593;NA;NA
93059;340,000;30828;9,06705882352941e+01;0,451;NA;NA
95018;1738,000;110213;6,34136939010357e+01;0,504;NA;NA
92078;319,000;24023;7,53072100313480e+01;0,476;NA;NA
94068;1123,000;75298;6,70507569011576e+01;0,707;NA;NA
93051;1320,000;68126;5,16106060606061e+01;0,577;NA;NA
92023;876,000;52926;6,04178082191781e+01;0,665;NA;NA
93001;575,000;87572;1,52299130434783e+02;0,489;NA;NA
92072;394,000;23251;5,90126903553300e+01;0,698;NA;NA
93007;806,000;57150;7,09057071960298e+01;0,480;NA;NA
93030;386,000;10757;2,78678756476684e+01;0,423;NA;NA
93072;541,000;38666;7,14713493530499e+01;0,444;NA;NA
93071;728,000;51225;7,03640109890110e+01;0,463;NA;NA
94067;91,000;22248;2,44483516483516e+02;0,712;NA;NA
93027;750,000;43946;5,85946666666667e+01;0,489;NA;NA
93063;343,000;28536;8,31953352769679e+01;0,547;NA;NA
93010;547,000;54055;9,88208409506398e+01;0,477;NA;NA
94080;191,000;49635;2,59869109947644e+02;0,716;NA;NA
92062;319,000;44837;1,40554858934169e+02;0,677;NA;NA
93066;1237,000;112091;9,06151980598221e+01;0,490;NA;NA
92047;347,000;1792;5,16426512968300e+00;0,714;NA;NA
94042;228,000;19516;8,55964912280702e+01;0,674;NA;NA
92009;192,000;28468;1,48270833333333e+02;0,674;NA;NA
94011;549,000;18045;3,28688524590164e+01;0,534;NA;NA
91027;859,000;35101;4,08626309662398e+01;0,528;NA;NA
94059;432,000;20025;4,63541666666667e+01;0,633;NA;NA
94004;892,000;16487;1,84831838565022e+01;0,550;NA;NA
94054;668,000;23853;3,57080838323353e+01;0,498;NA;NA
94065;420,000;5705;1,35833333333333e+01;0,703;NA;NA
94028;1146,000;92265;8,05104712041885e+01;0,552;NA;NA
94037;118,000;18577;1,57432203389831e+02;0,598;NA;NA
94043;154,000;24850;1,61363636363636e+02;0,620;NA;NA
94073;644,000;29806;4,62826086956522e+01;0,600;NA;NA
94038;391,000;31417;8,03503836317136e+01;0,610;NA;NA
94003;233,000;21721;9,32231759656652e+01;0,616;NA;NA
92007;418,000;40812;9,76363636363636e+01;0,539;NA;NA
92033;271,000;17762;6,55424354243542e+01;0,710;NA;NA
92077;369,000;11050;2,99457994579946e+01;0,719;NA;NA
69202;683,000;22141;3,24172767203514e+01;0,693;NA;NA
69046;517,000;4552;8,80464216634429e+00;0,716;NA;NA
69275;1711,000;28604;1,67177089421391e+01;0,569;NA;NA
69149;439,000;26583;6,05535307517084e+01;0,616;NA;NA
93005;1622,000;86278;5,31923551171393e+01;0,495;NA;NA
94052;280,000;32922;1,17578571428571e+02;0,695;NA;NA
94074;533,000;14837;2,78367729831144e+01;0,436;NA;NA
93050;697,000;35680;5,11908177905308e+01;0,539;NA;NA
93055;501,000;59060;1,17884231536926e+02;0,563;NA;NA
94021;421,000;19863;4,71805225653207e+01;0,588;NA;NA
94078;808,000;34607;4,28304455445545e+01;0,470;NA;NA
92048;994,000;45748;4,60241448692153e+01;0,677;NA;NA
94017;1132,000;77039;6,80556537102474e+01;0,563;NA;NA
69069;471,000;11125;2,36199575371550e+01;0,667;NA;NA
69081;848,000;18587;2,19186320754717e+01;0,664;NA;NA
69250;842,000;4040;4,79809976247031e+00;0,710;NA;NA
69033;846,000;2803;3,31323877068558e+00;0,700;NA;NA
92044;241,000;65817;2,73099585062241e+02;0,696;NA;NA
93032;696,000;39618;5,69224137931034e+01;0,570;NA;NA
94070;998,000;4045;4,05310621242485e+00;0,684;NA;NA
93047;544,000;27201;5,00018382352941e+01;0,501;NA;NA
13043;857,000;9606;1,12088681446908e+01;0,518;NA;NA
13093;682,000;380;5,57184750733138e-01;0,618;NA;NA
13084;2561,000;5441;2,12456071846935e+00;0,588;NA;NA
13030;3960,000;5147;1,29974747474747e+00;0,524;NA;NA
92049;206,000;48734;2,36572815533981e+02;0,699;NA;NA
69117;572,000;3128;5,46853146853147e+00;0,678;NA;NA
69116;910,000;3648;4,00879120879121e+00;0,684;NA;NA
13025;1321,000;2307;1,74640423921272e+00;0,647;NA;NA
92073;379,000;48763;1,28662269129288e+02;0,670;NA;NA
13013;1311,000;1919;1,46376811594203e+00;0,563;NA;NA
94056;276,000;2672;9,68115942028986e+00;0,630;NA;NA
93077;404,000;30005;7,42698019801980e+01;0,569;NA;NA
92014;185,000;20769;1,12264864864865e+02;0,705;NA;NA
13119;371,000;6564;1,76927223719677e+01;0,610;NA;NA
13022;2599,000;7027;2,70373220469411e+00;0,672;NA;NA
13028;3197,000;35281;1,10356584297779e+01;0,558;NA;NA
13098;2111,000;5800;2,74751302700142e+00;0,554;NA;NA
13016;1270,000;6254;4,92440944881890e+00;0,563;NA;NA
13054;2351,000;32793;1,39485325393450e+01;0,506;NA;NA
13046;622,000;4253;6,83762057877814e+00;0,568;NA;NA
13014;19665,000;13520;6,87515891177218e-01;0,489;NA;NA
13029;1483,000;1370;9,23803101820634e-01;0,548;NA;NA
13063;2580,000;26668;1,03364341085271e+01;0,487;NA;NA
13095;2323,000;1243;5,35083943176926e-01;0,717;NA;NA
13106;1773,000;11058;6,23688663282572e+00;0,503;NA;NA
13048;8016,000;4423;5,51771457085828e-01;0,574;NA;NA
13021;1016,000;5756;5,66535433070866e+00;0,679;NA;NA
13031;299,000;3757;1,25652173913043e+01;0,531;NA;NA
13090;1757,000;123;7,00056915196357e-02;0,650;NA;NA
13050;6518,000;9799;1,50337526848727e+00;0,599;NA;NA
13102;469,000;6633;1,41428571428571e+01;0,505;NA;NA
13072;2476,000;3513;1,41882067851373e+00;0,600;NA;NA
13062;1885,000;4348;2,30663129973475e+00;0,608;NA;NA
13113;2056,000;8406;4,08852140077821e+00;0,642;NA;NA
13114;2631,000;5433;2,06499429874572e+00;0,654;NA;NA
13082;5822,000;4706;8,08313294400550e-01;0,641;NA;NA
13042;3294,000;6551;1,98876745598057e+00;0,606;NA;NA
13085;3089,000;5896;1,90870831984461e+00;0,574;NA;NA
13007;4462,000;12771;2,86216943074854e+00;0,542;NA;NA
13110;7007,000;10500;1,49850149850150e+00;0,553;NA;NA
13077;1178,000;16569;1,40653650254669e+01;0,430;NA;NA
13053;2863,000;6084;2,12504366049598e+00;0,554;NA;NA
69087;272,000;3053;1,12242647058824e+01;0,695;NA;NA
69233;261,000;1221;4,67816091954023e+00;0,668;NA;NA
13009;2292,000;836;3,64746945898778e-01;0,578;NA;NA
13012;1005,000;586;5,83084577114428e-01;0,639;NA;NA
13118;1262,000;3710;2,93977812995246e+00;0,661;NA;NA
13037;1430,000;8666;6,06013986013986e+00;0,591;NA;NA
13087;1952,000;4881;2,50051229508197e+00;0,551;NA;NA
13086;2397,000;8858;3,69545264914476e+00;0,561;NA;NA
13074;3511,000;5125;1,45969809171176e+00;0,558;NA;NA
13073;1326,000;5547;4,18325791855204e+00;0,551;NA;NA
13020;416,000;2162;5,19711538461539e+00;0,571;NA;NA
13101;591,000;3384;5,72588832487310e+00;0,581;NA;NA
13026;3279,000;17425;5,31412015858493e+00;0,485;NA;NA
13059;4169,000;3840;9,21084192852003e-01;0,579;NA;NA
13040;3006,000;10157;3,37890884896873e+00;0,562;NA;NA
13035;6889,000;6926;1,00537088111482e+00;0,605;NA;NA
13092;2676,000;8593;3,21113602391629e+00;0,555;NA;NA
13047;11417,000;43411;3,80231234124551e+00;0,517;NA;NA
13105;3065,000;6930;2,26101141924959e+00;0,521;NA;NA
13051;6916,000;8947;1,29366685945633e+00;0,576;NA;NA
13117;3669,000;33101;9,02180430635050e+00;0,517;NA;NA
13109;1085,000;2267;2,08940092165899e+00;0,649;NA;NA
13041;2713,000;21376;7,87910062661261e+00;0,537;NA;NA
13081;1762,000;12080;6,85584562996595e+00;0,571;NA;NA
13015;2193,000;14784;6,74145006839945e+00;0,637;NA;NA
13019;3669,000;9834;2,68029435813573e+00;0,637;NA;NA
13112;2515,000;8616;3,42584493041750e+00;0,652;NA;NA
13001;18748,000;143097;7,63265414977598e+00;0,614;NA;NA
13032;3413,000;7957;2,33138001757984e+00;0,631;NA;NA
13080;4487,000;5744;1,28014263427680e+00;0,592;NA;NA
13091;3676,000;5678;1,54461371055495e+00;0,655;NA;NA
13070;364,000;6446;1,77087912087912e+01;0,557;NA;NA
13005;5470,000;47208;8,63034734917733e+00;0,523;NA;NA
13002;5041,000;20860;4,13806784368181e+00;0,592;NA;NA
13107;3004,000;5699;1,89713715046605e+00;0,606;NA;NA
13075;857,000;11481;1,33967327887981e+01;0,583;NA;NA
13071;3371,000;21411;6,35152773657668e+00;0,567;NA;NA
13044;2765,000;5120;1,85171790235081e+00;0,578;NA;NA
13103;7040,000;45400;6,44886363636364e+00;0,562;NA;NA
13023;2316,000;4656;2,01036269430052e+00;0,573;NA;NA
13111;5436,000;1007;1,85246504782929e-01;0,639;NA;NA
13039;8780,000;15602;1,77699316628702e+00;0,512;NA;NA
13056;7647,000;48420;6,33189486072970e+00;0,522;NA;NA
13104;1194,000;7640;6,39865996649916e+00;0,658;NA;NA
13033;2602,000;5527;2,12413528055342e+00;0,587;NA;NA
13088;2311,000;5137;2,22284725227174e+00;0,544;NA;NA
13078;8300,000;8423;1,01481927710843e+00;0,397;NA;NA
83120;2692,000;5993;2,22622585438336e+00;0,530;NA;NA
13079;4089,000;1779;4,35069699192957e-01;0,584;NA;NA
69153;633,000;1355;2,14060031595577e+00;0,688;NA;NA
69072;1407,000;8675;6,16560056858564e+00;0,669;NA;NA
69163;1799,000;3480;1,93440800444691e+00;0,655;NA;NA
92024;308,000;62485;2,02873376623377e+02;0,590;NA;NA
69100;881,000;8695;9,86946651532350e+00;0,626;NA;NA
13115;1592,000;1937;1,21670854271357e+00;0,529;NA;NA
69089;825,000;14656;1,77648484848485e+01;0,667;NA;NA
69142;184,000;6431;3,49510869565217e+01;0,592;NA;NA
69293;512,000;2374;4,63671875000000e+00;0,697;NA;NA
69283;1166,000;13665;1,17195540308748e+01;0,617;NA;NA
69068;312,000;2472;7,92307692307692e+00;0,690;NA;NA
69152;447,000;10461;2,34026845637584e+01;0,536;NA;NA
69191;727,000;5721;7,86932599724897e+00;0,703;NA;NA
69292;190,000;6267;3,29842105263158e+01;0,616;NA;NA
69063;380,000;4181;1,10026315789474e+01;0,687;NA;NA
69168;138,000;1532;1,11014492753623e+01;0,641;NA;NA
69034;1038,000;42847;4,12784200385356e+01;0,675;NA;NA
69276;1052,000;9879;9,39068441064639e+00;0,543;NA;NA
69296;821,000;2939;3,57978075517661e+00;0,667;NA;NA
69003;261,000;2911;1,11532567049808e+01;0,656;NA;NA
69244;797,000;22403;2,81091593475533e+01;0,677;NA;NA
69040;256,000;5570;2,17578125000000e+01;0,656;NA;NA
69259;1545,000;67129;4,34491909385113e+01;0,439;NA;NA
69271;1157,000;10498;9,07346585998271e+00;0,671;NA;NA
69260;418,000;5001;1,19641148325359e+01;0,634;NA;NA
91479;610,000;7503;1,23000000000000e+01;0,606;NA;NA
93006;257,000;35442;1,37906614785992e+02;0,549;NA;NA
92051;373,000;59940;1,60697050938338e+02;0,740;NA;NA
92050;1224,000;96807;7,90906862745098e+01;0,546;NA;NA
93033;167,000;6878;4,11856287425150e+01;0,661;NA;NA
93062;223,000;14708;6,59551569506726e+01;0,633;NA;NA
91326;225,000;17007;7,55866666666667e+01;0,570;NA;NA
93045;126,000;23402;1,85730158730159e+02;0,638;NA;NA
92036;1166,000;47702;4,09108061749571e+01;0,484;NA;NA
93039;173,000;8012;4,63121387283237e+01;0,478;NA;NA
92012;617,000;121334;1,96651539708266e+02;0,709;NA;NA
94016;278,000;30884;1,11093525179856e+02;0,628;NA;NA
69127;536,000;3603;6,72201492537313e+00;0,659;NA;NA
69204;1290,000;21019;1,62937984496124e+01;0,645;NA;NA
69091;1748,000;20121;1,15108695652174e+01;0,475;NA;NA
94019;523,000;18142;3,46883365200765e+01;0,602;NA;NA
94060;939,000;11909;1,26826411075612e+01;0,608;NA;NA
93057;292,000;23960;8,20547945205479e+01;0,526;NA;NA
93061;70,000;17485;2,49785714285714e+02;0,594;NA;NA
93048;891,000;109914;1,23360269360269e+02;0,555;NA;NA
69029;1031,000;42216;4,09466537342386e+01;0,573;NA;NA
69085;295,000;1464;4,96271186440678e+00;0,692;NA;NA
13060;2012,000;5796;2,88071570576541e+00;0,567;NA;NA
13099;4624,000;880;1,90311418685121e-01;0,544;NA;NA
13069;1907,000;10404;5,45568956476141e+00;0,612;NA;NA
13003;1685,000;2516;1,49317507418398e+00;0,556;NA;NA
69273;1190,000;11108;9,33445378151261e+00;0,602;NA;NA
13210;10,000;57093;5,70930000000000e+03;0,514;NA;NA
13212;14,000;61325;4,38035714285714e+03;0,579;NA;NA
13214;16,000;61965;3,87281250000000e+03;0,358;NA;NA
13213;28,000;91674;3,27407142857143e+03;0,465;NA;NA
13211;33,000;57372;1,73854545454545e+03;0,517;NA;NA
69382;3,000;30733;1,02443333333333e+04;0,687;NA;NA
69385;6,000;49755;8,29250000000000e+03;0,656;NA;NA
69381;1,510;29523;1,95516556291391e+04;0,660;NA;NA
69389;7,000;51102;7,30028571428571e+03;0,576;NA;NA
69384;2,930;35878;1,22450511945392e+04;0,681;NA;NA
69388;6,000;85170;1,41950000000000e+04;0,577;NA;NA
69383;6,000;102238;1,70396666666667e+04;0,650;NA;NA
69386;3,000;52411;1,74703333333333e+04;0,717;NA;NA
75116;16,000;166014;1,03758750000000e+04;0,737;NA;NA
75115;8,000;232144;2,90180000000000e+04;0,719;NA;NA
75114;5,000;136596;2,73192000000000e+04;0,705;NA;NA
75107;4,000;50196;1,25490000000000e+04;0,754;NA;NA
75106;2,150;40525;1,88488372093023e+04;0,761;NA;NA
75105;2,540;58379;2,29838582677165e+04;0,752;NA;NA
75104;1,600;28763;1,79768750000000e+04;0,735;NA;NA
75103;1,170;34020;2,90769230769231e+04;0,746;NA;NA
75111;3,000;145903;4,86343333333333e+04;0,728;NA;NA
75112;16,000;139665;8,72906250000000e+03;0,687;NA;NA
75117;5,000;165859;3,31718000000000e+04;0,696;NA;NA
75108;3,000;36222;1,20740000000000e+04;0,721;NA;NA
75109;2,180;59835;2,74472477064220e+04;0,737;NA;NA
75110;2,890;88557;3,06425605536332e+04;0,703;NA;NA
75118;5,000;193665;3,87330000000000e+04;0,660;NA;NA
13216;16,000;16105;1,00656250000000e+03;0,387;NA;NA
13215;16,000;76610;4,78812500000000e+03;0,352;NA;NA
13209;63,000;76342;1,21177777777778e+03;0,578;NA;NA
13208;19,000;81276;4,27768421052632e+03;0,635;NA;NA
13202;4,000;24874;6,21850000000000e+03;0,465;NA;NA
75101;1,830;16093;8,79398907103825e+03;0,727;NA;NA
75102;0,990;21420;2,16363636363636e+04;0,742;NA;NA
69387;9,000;81825;9,09166666666667e+03;0,636;NA;NA
13207;5,000;34875;6,97500000000000e+03;0,629;NA;NA
13201;1,778;40283;2,26563554555681e+04;0,489;NA;NA
13203;2,600;50982;1,96084615384615e+04;0,362;NA;NA
13206;2,100;42241;2,01147619047619e+04;0,588;NA;NA
13205;2,240;45979;2,05263392857143e+04;0,567;NA;NA
13204;2,900;49281;1,69934482758621e+04;0,521;NA;NA
75113;7,000;180632;2,58045714285714e+04;0,686;NA;NA
75119;6,000;185513;3,09188333333333e+04;0,622;NA;NA
75120;5,000;195600;3,91200000000000e+04;0,649;NA;NA
