codgeo;D1_st_Living;Median_st_Living;D9_st_Living;Interdecile_91_Ratio;Taxable_HH;Poverty_amg_Owners;Poverty_amg_Tenants;-30_Poverty;3039_Poverty;4049_Poverty;5059_Poverty;6074_Poverty;75+_Poverty;Poverty;Activity_Income;Salary_Income;Unemployment_Benef;Self-Employment;Pensions_Annuities;Estate;Social_Benef;Family_Benef;Social_Minima;Housing_Benef;Tax;taux_cumu_1_inj
200067080;12690;21850;39490;3,1;52,1;6,7;26,0;NA;12,9;11,5;13,4;7,5;NA;11,0;73,1;52,7;2,1;18,3;28,2;13,2;4,0;1,7;1,5;0,8;-18,5;0,687
200067106;12330;21800;38790;3,1;51,1;6,9;21,1;17,6;13,1;14,0;13,4;8,8;9,2;12,1;66,2;56,2;3,1;6,9;34,5;13,3;4,5;1,5;1,9;1,1;-18,5;0,690
200067114;11600;21230;36210;3,1;52,4;5,3;29,2;20,4;18,4;19,3;14,3;9,1;7,0;14,5;67,6;59,6;2,4;5,6;34,5;9,7;6,0;2,1;2,5;1,4;-17,8;0,680
200067122;11860;20330;32020;2,7;40,8;10,7;30,9;NA;14,0;15,1;14,8;10,7;20,1;14,5;69,1;60,0;3,0;6,1;30,3;9,3;5,6;2,6;2,0;1,0;-14,3;0,590
200067130;11440;20370;33160;2,9;43,7;10,2;32,7;23,4;18,2;19,9;17,0;10,2;8,9;15,0;58,4;48,7;2,7;7,0;42,1;9,3;5,0;1,9;2,1;1,0;-14,8;0,676
200067155;11700;20300;33230;2,8;41,6;9,2;27,9;NA;16,6;19,1;12,7;12,0;10,2;14,4;61,8;51,0;2,5;8,3;36,6;10,5;5,7;1,9;2,4;1,4;-14,6;0,655
200067163;10430;18950;31740;3,0;33,4;13,2;35,4;NA;NA;NA;20,2;15,3;NA;17,8;56,7;41,2;2,5;13,0;38,4;12,2;5,9;1,8;2,9;1,2;-13,2;0,663
200067171;11480;19560;34160;3,0;39,1;14,1;20,6;NA;NA;18,5;17,0;12,2;15,5;15,6;53,3;38,4;1,7;13,2;38,8;19,0;4,0;1,6;1,7;0,7;-15,1;0,722
200067189;10030;18680;31870;3,2;37,6;15,1;40,1;NA;29,0;27,2;22,6;13,5;17,5;21,1;54,6;43,7;2,9;8,0;43,0;10,1;6,3;1,8;3,2;1,3;-14,0;0,660
200067197;10360;18920;30960;3,0;35,4;15,8;43,7;NA;25,3;23,5;24,3;15,6;NA;20,9;53,8;42,1;3,3;8,4;42,8;9,6;6,7;2,1;3,3;1,3;-12,9;0,625
200067205;12620;21670;35510;2,8;49,4;5,0;23,1;16,7;13,3;13,3;10,2;7,7;9,1;11,3;71,0;63,4;2,6;5,0;31,7;7,6;5,6;2,1;2,2;1,3;-15,9;0,702
200067213;11130;21690;40330;3,6;53,0;5,0;28,3;28,3;19,9;17,9;14,4;9,3;7,5;16,0;76,2;65,4;2,7;8,1;26,7;10,0;6,2;2,2;2,4;1,6;-19,1;0,656
200067221;12850;20730;31610;2,5;43,2;7,0;25,1;15,1;10,1;10,9;11,1;7,9;12,6;10,6;71,4;61,5;2,8;7,1;29,1;8,2;5,3;2,6;1,7;1,0;-14,0;0,663
200067239;13490;22770;37680;2,8;52,5;6,2;19,1;NA;8,9;8,5;9,2;6,4;11,9;8,8;73,8;65,8;2,7;5,3;29,0;9,8;4,0;2,1;1,2;0,7;-16,6;0,693
200067247;12380;20980;32820;2,7;42,8;7,8;24,9;NA;11,9;13,0;12,8;7,6;12,7;11,8;67,9;57,6;2,9;7,4;32,6;8,7;5,4;2,4;1,9;1,1;-14,6;0,681
200067254;11590;22010;40890;3,5;52,2;5,0;28,0;26,5;16,2;16,9;14,5;9,2;8,2;14,3;69,4;61,6;2,8;5,0;32,8;10,4;6,0;1,7;2,7;1,6;-18,6;0,670
200067262;12130;21160;34220;2,8;48,6;7,9;26,9;19,3;14,6;16,3;13,1;8,1;11,2;12,8;65,4;56,8;2,7;5,9;36,3;8,8;5,0;1,8;2,1;1,1;-15,5;0,644
200067288;11820;20350;33820;2,9;42,6;10,4;27,1;NA;16,2;19,1;16,0;9,4;12,2;14,6;60,0;49,6;3,0;7,4;39,9;9,9;5,2;1,9;2,2;1,1;-15,0;0,664
200067296;13380;23160;38870;2,9;53,7;6,5;20,8;NA;8,4;9,5;8,5;6,9;13,1;9,1;74,0;65,1;2,7;6,2;29,1;10,3;3,7;1,9;1,2;0,6;-17,1;0,682
200067304;11930;20510;31960;2,7;47,2;8,0;32,1;20,9;17,0;14,4;14,8;10,0;9,3;13,7;67,1;59,5;2,8;4,8;34,2;8,0;5,7;2,4;2,2;1,1;-15,0;0,671
200067320;12870;20800;34090;2,6;47,7;7,7;17,9;NA;NA;12,5;NA;NA;NA;10,8;68,4;57,8;3,0;7,6;31,9;9,4;5,2;2,3;1,8;1,1;-14,9;0,561
200067346;14060;22580;36970;2,6;52,6;5,0;16,3;9,6;7,1;8,7;8,0;5,3;7,2;7,4;67,0;59,2;2,9;4,9;35,7;10,3;3,9;2,0;1,2;0,7;-16,9;0,686
200067361;11690;21070;34150;2,9;45,5;9,8;28,0;17,7;16,9;16,4;14,4;11,0;13,2;14,3;61,2;52,0;2,5;6,7;38,9;10,5;4,8;1,7;2,0;1,1;-15,4;0,604
200067379;12410;20780;33740;2,7;45,9;8,0;27,4;NA;11,7;13,7;14,2;NA;NA;12,2;69,9;57,9;2,7;9,3;30,5;9,6;5,0;2,3;1,7;1,0;-15,0;0,685
200067429;10940;19510;31760;2,9;42,2;10,8;34,1;NA;25,2;23,9;19,8;11,2;NA;17,7;55,3;46,4;2,5;6,4;43,8;8,8;6,5;1,9;3,2;1,4;-14,4;0,656
200067437;11330;20480;34040;3,0;45,7;8,0;28,7;25,3;21,2;19,6;15,8;11,5;10,6;16,1;60,6;51,9;3,2;5,5;35,4;14,4;6,1;2,0;2,6;1,5;-16,5;0,558
200067445;11280;20130;32930;2,9;42,6;9,3;30,3;NA;20,3;17,1;17,3;10,0;NA;15,3;60,7;49,6;3,5;7,6;39,3;8,7;5,8;2,1;2,4;1,3;-14,5;0,588
200067452;12260;20850;35370;2,9;48,1;9,0;19,6;NA;NA;13,0;13,6;NA;NA;12,3;65,3;50,3;4,4;10,6;32,9;14,2;4,0;1,6;1,5;0,9;-16,4;0,575
200067460;12280;20400;31800;2,6;42,4;8,0;27,9;16,1;15,8;14,0;10,9;8,9;12,7;12,5;66,2;54,5;2,4;9,3;33,3;8,9;5,8;2,6;2,0;1,2;-14,2;0,665
200067478;12610;21330;35700;2,8;45,9;8,5;21,6;NA;11,2;10,8;12,5;9,1;13,5;11,3;62,7;51,2;2,0;9,5;34,3;14,8;4,2;1,7;1,6;0,9;-16,0;0,689
200067486;11900;23290;41320;3,5;39,1;9,5;27,5;21,9;15,5;14,9;11,2;8,1;12,2;12,9;50,4;43,7;3,6;3,1;22,3;34,8;3,2;1,3;1,3;0,6;-10,7;0,659
200067502;11120;20370;34570;3,1;45,5;7,8;31,9;27,8;23,4;20,0;14,5;10,2;9,2;16,4;66,6;59,0;3,1;4,5;34,3;8,2;6,3;2,2;2,6;1,5;-15,4;0,653
200067544;10610;18960;30720;2,9;36,3;15,6;31,9;NA;20,7;20,6;22,7;15,6;19,8;19,4;57,5;45,9;2,8;8,8;40,1;9,9;5,9;1,8;2,8;1,3;-13,4;0,691
200067551;13210;27870;60450;4,6;54,6;5,0;19,2;12,1;10,0;10,5;9,2;8,5;7,9;9,7;84,7;77,9;3,2;3,6;21,0;9,4;2,3;1,0;0,8;0,5;-17,4;0,527
200067593;10040;17970;30040;3,0;32,7;18,4;35,5;NA;28,6;25,2;23,5;17,0;20,9;22,2;52,9;40,2;2,6;10,1;44,3;9,2;6,3;1,8;3,2;1,3;-12,7;0,667
200067627;13510;22680;36170;2,7;52,8;6,3;21,0;NA;8,4;8,6;8,8;7,3;NA;8,7;77,2;70,2;2,5;4,5;26,0;9,0;4,1;2,0;1,4;0,7;-16,3;0,684
200067635;14970;23110;36080;2,4;53,3;5,0;16,1;8,3;5,1;5,5;5,8;5,0;8,1;5,5;81,3;74,1;2,6;4,6;22,4;8,5;4,0;2,4;1,0;0,6;-16,2;0,670
200067643;13120;21680;33560;2,6;47,8;5,0;25,1;NA;10,9;11,9;9,3;NA;NA;9,8;73,3;66,0;2,5;4,8;29,2;7,1;5,2;2,4;1,8;1,0;-14,8;0,681
200067650;12960;22380;35570;2,7;49,1;6,1;25,6;NA;12,8;11,3;8,9;7,4;NA;10,2;74,8;68,5;2,9;3,4;27,1;8,9;4,2;1,9;1,5;0,8;-15,0;0,710
200067668;12210;21220;33650;2,8;48,8;8,0;28,5;NA;15,9;15,4;12,9;9,2;NA;12,5;64,8;56,6;2,9;5,3;36,6;9,1;4,9;2,2;1,7;1,0;-15,4;0,636
200067676;12250;21100;33520;2,7;47,6;7,1;28,1;19,1;14,7;12,8;14,5;8,8;7,2;12,3;65,2;57,7;2,7;4,8;35,7;9,7;4,9;2,2;1,7;1,0;-15,5;0,672
200067684;12060;22350;41160;3,4;56,8;5,0;26,7;20,2;16,1;14,8;11,8;8,6;7,3;12,8;74,0;56,7;2,4;14,9;27,4;14,3;4,5;1,7;1,7;1,1;-20,2;0,685
200067692;10990;19990;33210;3,0;43,8;12,0;34,9;NA;21,1;22,4;20,5;12,6;NA;16,5;49,3;39,8;2,2;7,3;49,3;11,1;4,8;1,5;2,4;0,9;-14,5;0,704
200067700;11700;20060;30650;2,6;42,2;8,4;31,7;24,7;19,0;17,0;16,1;10,3;8,2;14,5;58,7;51,9;2,3;4,5;41,7;7,2;6,5;1,9;3,2;1,4;-14,1;0,706
200067742;12080;21070;35370;2,9;48,3;7,8;23,5;NA;15,1;16,6;13,7;8,9;11,7;13,3;61,0;49,1;3,8;8,1;37,8;13,0;4,6;1,8;1,7;1,1;-16,4;0,584
200067759;11220;19900;32040;2,9;41,7;9,3;36,0;27,9;20,7;18,0;15,4;12,1;12,8;16,7;67,9;60,9;3,0;4,0;30,9;8,3;7,0;2,6;2,8;1,6;-14,1;0,693
200067767;12300;20560;32670;2,7;42,6;8,7;24,4;NA;NA;15,4;13,4;NA;NA;13,0;65,5;55,4;3,4;6,7;33,5;10,5;5,3;2,1;2,0;1,2;-14,8;0,617
200067783;13240;22320;36030;2,7;50,5;5,9;25,6;17,1;12,2;10,3;8,8;6,2;9,8;9,6;73,6;67,1;2,5;4,0;30,5;7,7;3,8;1,8;1,3;0,7;-15,6;0,700
200067791;11630;21280;35270;3,0;47,6;7,7;29,3;23,6;19,7;15,6;13,5;9,7;10,6;14,3;65,1;56,4;2,8;5,9;35,3;9,2;6,3;2,0;2,7;1,6;-15,9;0,625
200067817;13070;22060;35830;2,7;49,2;5,6;20,3;14,4;10,2;10,6;10,4;7,2;8,6;9,9;75,0;65,4;2,6;7,0;25,2;11,6;4,6;2,4;1,4;0,8;-16,4;0,663
200067825;11880;21370;36670;3,1;49,6;5,3;26,0;20,8;16,5;16,9;14,7;9,5;8,3;13,9;65,5;56,0;2,8;6,7;34,6;10,7;5,9;2,0;2,4;1,5;-16,7;0,601
200067841;12380;21300;33920;2,7;46,6;7,2;29,6;18,7;18,5;13,6;10,1;7,7;10,0;12,1;71,4;64,7;2,8;3,9;30,3;8,8;4,5;2,0;1,6;0,9;-15,0;0,686
200067866;14680;22740;34790;2,4;51,5;5,0;15,8;8,5;5,5;5,8;6,6;5,0;10,7;6,1;81,5;73,8;2,7;5,0;20,6;9,7;4,3;2,5;1,1;0,7;-16,1;0,661
200067874;12730;22960;38490;3,0;56,4;5,0;24,8;17,0;14,8;13,4;9,4;7,2;6,1;10,9;76,7;70,0;2,4;4,3;27,8;8,8;4,3;1,9;1,5;0,9;-17,6;0,679
200067882;10140;18880;31080;3,1;37,2;15,0;35,0;NA;27,2;26,0;24,8;14,1;13,0;19,9;47,3;38,4;2,4;6,5;48,8;12,3;5,4;1,5;2,8;1,1;-13,8;0,723
200067890;10620;19640;32290;3,0;41,7;13,9;33,4;NA;21,9;24,6;22,2;12,7;11,7;17,9;49,0;39,0;2,5;7,5;50,0;10,1;5,2;1,6;2,6;1,0;-14,3;0,695
200067908;11650;20680;32250;2,8;43,9;10,2;31,5;NA;15,4;13,8;17,5;12,0;NA;14,0;62,8;54,6;2,5;5,7;36,8;9,5;5,3;2,1;2,3;0,9;-14,4;0,659
200067916;11650;20470;34110;2,9;45,8;9,2;30,5;21,9;17,6;18,9;17,6;9,2;9,2;14,5;57,7;47,7;2,4;7,6;42,4;10,3;5,5;1,8;2,5;1,2;-15,9;0,680
200067924;13990;23940;38060;2,7;59,0;5,0;19,8;13,9;11,0;8,2;6,6;5,0;5,8;7,8;78,4;72,5;2,4;3,5;26,4;9,0;3,5;1,8;1,1;0,6;-17,3;0,689
200067932;13020;23010;40190;3,1;55,5;5,0;23,0;19,1;12,9;12,5;10,3;5,6;5,6;10,0;65,1;56,1;2,7;6,3;37,7;11,4;4,3;1,7;1,6;1,0;-18,5;0,695
200067940;9650;19220;32530;3,4;38,7;16,4;36,1;31,3;30,0;27,4;24,0;15,7;14,1;21,9;55,0;44,5;3,4;7,1;41,9;10,1;7,4;1,8;3,8;1,8;-14,4;0,557
200067957;15290;25530;41870;2,7;62,2;5,0;14,2;NA;6,8;7,2;5,5;NA;NA;6,0;73,6;66,5;2,2;4,9;25,8;15,0;2,8;1,6;0,8;0,4;-17,2;0,719
200067965;11620;22050;40890;3,5;54,5;5,0;26,7;25,1;17,8;15,9;13,6;9,7;7,5;14,5;77,6;69,9;2,8;4,9;26,7;9,3;5,7;2,2;2,2;1,3;-19,3;0,628
200067973;14340;23830;37340;2,6;61,0;5,0;17,4;11,6;7,4;8,2;6,5;5,0;NA;7,0;81,5;74,5;2,9;4,1;25,1;6,7;4,2;2,3;1,2;0,7;-17,5;0,634
200067981;11690;20220;33260;2,8;42,0;9,4;31,1;20,6;17,4;17,6;15,8;9,9;11,4;14,6;59,2;49,4;2,7;7,1;40,7;9,0;6,1;2,2;2,5;1,4;-15,0;0,701
200067999;10930;20800;35050;3,2;50,9;5,1;31,3;25,5;22,4;19,8;16,1;10,5;7,6;17,1;72,3;65,1;2,9;4,3;28,9;8,2;7,4;2,7;3,0;1,7;-16,8;0,625
200068005;12100;20740;33000;2,7;46,5;7,1;28,5;22,4;13,6;14,8;12,4;8,7;NA;13,0;74,2;65,3;3,0;5,9;25,8;8,0;6,5;2,9;2,4;1,2;-14,5;0,667
200068047;9280;16870;29360;3,2;37,4;12,5;39,3;34,7;34,5;34,9;28,3;19,8;13,7;29,3;71,2;64,9;4,2;2,1;24,9;4,1;13,2;5,2;4,9;3,1;-13,4;0,486
200068070;13850;22340;35230;2,5;50,9;5,1;19,7;NA;9,0;7,6;7,5;6,2;9,3;8,1;72,3;63,6;2,7;6,0;30,7;8,2;4,5;2,4;1,3;0,8;-15,7;0,634
200068088;12200;21050;33020;2,7;47,9;7,8;28,5;NA;14,0;14,5;14,4;9,8;9,1;12,5;61,2;53,6;2,4;5,2;41,0;8,0;5,3;1,9;2,3;1,1;-15,5;0,686
200068096;12010;20800;34930;2,9;44,1;10,2;23,5;NA;16,0;14,2;14,3;9,7;NA;13,5;62,3;49,0;3,1;10,2;36,9;11,5;4,3;1,9;1,5;0,9;-15,0;0,619
200068104;11500;21690;36860;3,2;48,5;7,9;30,9;25,6;18,5;15,1;13,5;11,0;10,9;14,4;68,9;59,6;3,5;5,8;33,1;10,0;5,0;2,1;1,8;1,1;-17,0;0,522
200068112;12910;22780;37710;2,9;53,5;5,0;24,3;20,8;13,7;12,1;8,3;7,0;6,4;10,3;74,8;67,6;2,4;4,8;29,6;8,6;4,2;1,9;1,4;0,9;-17,2;0,703
200068120;12710;21570;35370;2,8;49,9;5,0;25,7;19,3;13,0;12,2;12,1;7,2;6,5;11,1;70,6;62,1;2,9;5,6;32,1;8,5;5,7;2,1;2,3;1,3;-16,9;0,662
200068146;12210;21070;34020;2,8;47,0;7,0;27,8;20,5;15,5;15,0;11,2;8,5;9,4;12,5;70,5;62,8;2,6;5,1;31,7;8,0;5,2;1,9;2,1;1,2;-15,4;0,710
200068229;9920;19430;35570;3,6;41,7;14,7;33,1;31,3;29,0;31,5;22,3;15,7;11,0;21,4;51,8;39,6;3,6;8,6;42,9;15,6;5,8;1,7;2,5;1,6;-16,1;0,582
200068278;11590;20890;34470;3,0;47,4;7,4;29,8;NA;15,3;17,6;15,6;9,6;10,6;14,0;63,7;55,1;3,0;5,6;38,0;8,5;5,2;2,1;1,9;1,2;-15,4;0,682
200068294;12830;20970;32340;2,5;43,3;6,8;26,0;NA;12,7;11,3;10,5;8,1;NA;10,7;69,8;62,0;3,0;4,8;31,9;7,0;5,3;2,4;1,9;1,0;-14,0;0,656
200068369;12020;20980;33270;2,8;45,1;7,1;31,2;21,5;15,7;15,3;13,3;9,0;NA;13,4;69,7;61,0;2,6;6,1;31,6;8,2;5,7;2,4;2,1;1,2;-15,2;0,655
200068377;11490;20130;33670;2,9;43,2;7,3;30,5;23,8;18,7;18,8;16,0;10,3;9,1;15,3;64,6;57,0;3,0;4,6;34,4;11,7;5,7;2,0;2,2;1,5;-16,4;0,675
200068435;12300;20860;33370;2,7;46,3;7,6;24,9;NA;13,5;13,2;13,6;8,5;NA;11,8;62,0;52,2;2,9;6,9;37,1;12,0;4,7;2,2;1,6;0,9;-15,8;0,675
200068443;11670;20070;33140;2,8;41,7;10,2;25,4;NA;17,5;17,8;14,6;10,9;11,9;14,4;57,2;47,1;2,1;8,0;39,7;13,9;4,3;1,8;1,6;0,9;-15,1;0,736
200068450;11280;20110;31900;2,8;43,2;8,0;30,6;24,2;20,3;19,9;16,9;9,7;9,6;15,9;63,0;54,0;2,6;6,4;36,9;8,3;6,3;2,3;2,5;1,5;-14,5;0,709
200068468;11030;19980;32540;2,9;44,0;8,5;34,4;27,3;21,4;19,2;18,5;10,7;9,3;16,7;63,4;55,1;2,7;5,6;36,3;9,0;6,4;2,4;2,5;1,5;-15,1;0,685
200068484;11840;20260;32240;2,7;40,9;10,0;26,3;NA;13,7;16,3;14,3;9,8;15,0;13,7;59,5;47,4;2,3;9,8;38,0;12,2;4,9;2,0;1,9;1,0;-14,6;0,691
200068500;11160;19910;34170;3,1;43,7;7,4;35,1;30,7;20,3;18,8;18,3;10,2;9,4;17,1;69,9;60,6;3,3;6,0;30,1;8,4;7,5;2,6;3,2;1,7;-15,9;0,665
200068534;13120;21420;34010;2,6;47,5;5,7;22,4;11,8;10,4;10,0;9,2;8,0;9,9;9,6;74,8;65,7;2,6;6,5;27,7;7,8;4,8;2,4;1,6;0,8;-15,1;0,715
200068542;14170;23350;37730;2,7;55,2;5,0;16,8;9,5;8,1;7,5;6,8;6,0;5,9;7,2;78,2;71,4;2,8;4,0;25,0;9,2;4,1;2,3;1,1;0,7;-16,5;0,633
200068559;11340;19870;32300;2,8;40,2;9,2;32,9;22,4;20,4;19,9;16,0;10,3;11,5;16,0;66,3;57,3;2,8;6,2;34,3;8,4;5,8;2,1;2,4;1,3;-14,8;0,658
200068567;12850;22000;35740;2,8;50,4;6,0;24,5;16,7;12,4;11,8;9,6;7,6;7,9;10,6;74,9;67,8;2,8;4,3;27,2;8,7;4,7;2,5;1,3;0,9;-15,5;0,611
200068625;10200;19490;32290;3,2;42,0;14,1;31,0;NA;25,3;21,4;23,6;15,8;14,7;19,7;57,9;45,5;4,1;8,3;40,0;11,9;5,1;1,6;2,3;1,2;-14,9;0,605
200068641;12970;23200;38260;3,0;55,6;5,0;22,2;18,1;11,7;10,5;9,6;6,8;8,7;10,2;79,8;72,8;3,0;4,0;24,3;8,0;5,3;2,3;1,8;1,2;-17,4;0,631
200068658;11990;21010;34290;2,9;48,7;5,0;27,2;22,8;16,6;14,8;12,6;8,3;9,2;13,1;67,9;60,2;2,3;5,4;34,2;8,3;5,9;2,0;2,5;1,4;-16,3;0,701
200068666;11140;19270;31560;2,8;42,4;8,7;33,7;25,0;21,6;23,3;17,8;11,0;9,6;17,6;63,7;56,3;3,2;4,2;35,7;7,2;7,7;2,6;3,3;1,8;-14,3;0,658
200068674;13610;24390;43310;3,2;59,5;5,0;17,5;13,5;9,2;10,0;9,7;6,3;6,0;8,7;73,2;65,0;2,7;5,5;29,9;12,7;3,2;1,5;1,0;0,7;-19,0;0,655
200068682;12280;21550;34590;2,8;50,7;6,2;27,1;20,8;13,9;14,6;12,0;9,0;NA;12,1;67,4;59,7;3,1;4,6;35,1;9,1;4,7;1,8;1,8;1,1;-16,3;0,633
200068757;11320;20590;34570;3,1;46,0;6,6;32,7;27,6;19,2;19,2;15,8;9,7;8,3;15,9;69,4;61,6;2,9;4,9;31,9;8,4;6,6;2,3;2,7;1,6;-16,3;0,658
200068765;10480;19700;33960;3,2;41,2;11,4;32,4;26,2;27,1;24,1;20,3;13,4;12,0;19,1;57,2;47,3;3,3;6,6;40,2;10,9;6,4;1,9;2,9;1,6;-14,7;0,567
200068773;11170;19690;30820;2,8;39,1;11,9;35,9;NA;24,2;18,0;16,9;12,0;13,3;16,6;61,2;51,4;2,8;7,0;38,5;8,5;5,4;2,0;2,3;1,1;-13,6;0,622
200068781;11480;21210;36890;3,2;48,5;6,2;30,3;21,7;17,2;18,2;15,1;10,3;9,2;15,0;70,4;62,0;3,2;5,2;29,7;10,6;6,3;2,4;2,3;1,6;-17,0;0,610
200068799;11800;19970;31520;2,7;40,1;8,1;26,8;18,8;14,9;16,8;15,4;10,0;11,3;14,1;66,0;57,1;2,7;6,2;33,1;8,6;6,5;2,5;2,5;1,5;-14,2;0,685
200068807;12920;22400;36470;2,8;51,4;6,2;22,4;16,7;9,8;10,0;10,5;8,1;12,7;10,3;78,2;70,3;3,1;4,8;23,9;9,3;5,2;2,4;1,8;1,0;-16,6;0,619
200068815;12290;21620;35250;2,9;46,6;7,6;26,0;17,9;13,0;12,2;12,0;9,4;13,7;12,2;74,2;66,0;3,2;5,0;27,4;8,2;5,8;2,5;2,2;1,1;-15,6;0,621
200068831;12480;21090;33540;2,7;43,2;8,4;25,8;NA;11,1;10,8;12,7;8,2;15,8;11,6;67,6;55,7;2,0;9,9;31,6;10,5;4,6;2,2;1,5;0,9;-14,3;0,659
200068856;11040;19620;32380;2,9;41,3;11,6;33,9;NA;21,1;23,6;19,6;10,4;NA;17,1;58,8;49,3;3,0;6,5;41,6;9,2;5,4;2,2;2,0;1,2;-15,0;0,672
200068864;14530;24340;39790;2,7;58,8;5,0;15,8;NA;8,6;7,4;7,0;5,0;NA;6,9;78,1;70,1;2,4;5,6;26,9;9,6;3,0;1,6;0,9;0,5;-17,6;0,713
200068872;11740;19910;32490;2,8;40,9;9,3;31,2;28,7;18,0;16,4;15,3;11,1;11,4;14,9;58,9;51,4;2,7;4,8;41,3;8,7;5,7;1,8;2,6;1,3;-14,6;0,697
200068880;12700;21040;32790;2,6;44,4;7,0;27,1;NA;NA;12,4;NA;NA;NA;10,9;70,5;60,5;2,5;7,5;30,1;9,7;4,3;2,0;1,5;0,8;-14,6;0,682
200068914;12160;20230;32130;2,6;40,5;9,6;27,5;18,7;14,7;13,5;13,3;10,8;14,8;13,4;63,9;56,3;2,7;4,9;36,3;8,7;5,3;1,9;2,2;1,2;-14,2;0,686
200068922;10780;19700;33880;3,1;39,0;13,3;33,7;NA;20,2;19,8;18,4;17,3;18,2;18,8;67,0;54,0;3,7;9,3;32,1;9,9;6,1;2,3;2,5;1,3;-15,1;0,611
200068930;10810;18980;30990;2,9;36,4;12,8;33,8;25,8;21,8;20,4;20,2;13,5;16,2;18,2;55,4;45,6;4,0;5,8;42,7;9,6;6,4;2,1;2,8;1,5;-14,1;0,611
200068948;11340;20040;33950;3,0;40,2;10,5;30,7;23,1;17,3;19,1;15,8;12,1;14,3;15,9;62,3;51,0;3,3;8,0;36,3;11,1;5,4;2,0;2,1;1,3;-15,1;0,681
200068955;13450;21060;32090;2,4;43,5;5,1;19,3;NA;8,4;8,9;9,4;6,7;NA;8,5;74,7;67,2;2,8;4,7;26,7;7,9;5,2;2,9;1,4;0,9;-14,5;0,669
200068963;14250;22680;35040;2,5;53,4;5,0;20,4;NA;7,0;8,5;8,1;5,2;NA;7,3;76,5;69,5;2,1;4,9;27,1;8,8;3,9;2,4;0,9;0,6;-16,3;0,706
200068989;12890;21460;34800;2,7;46,7;6,5;23,3;15,8;11,1;12,1;10,7;7,0;10,2;10,4;65,1;55,7;3,0;6,4;36,2;9,5;4,9;2,1;1,7;1,1;-15,7;0,668
200068997;12660;22400;36350;2,9;54,2;5,0;22,0;15,4;14,3;13,3;9,6;7,8;8,0;11,1;72,0;63,1;2,8;6,1;29,3;11,2;4,3;2,0;1,4;0,9;-16,8;0,612
200069003;12320;21950;46690;3,8;51,3;5,8;29,5;NA;14,4;12,5;12,6;9,4;NA;12,0;69,8;44,6;2,2;23,0;26,3;19,5;4,1;1,6;1,6;0,9;-19,7;0,706
200069029;11800;20550;37110;3,1;48,2;6,8;27,9;20,7;17,8;18,5;15,5;8,6;9,9;14,4;62,5;52,9;2,9;6,7;37,8;12,4;5,6;2,0;2,3;1,3;-18,3;0,752
200069037;11040;19390;32410;2,9;41,1;8,0;36,7;29,6;21,2;20,1;16,8;11,1;11,7;17,9;70,8;62,8;2,8;5,2;28,4;8,2;7,8;3,0;3,0;1,8;-15,2;0,691
200069052;11170;21420;37940;3,4;51,2;5,2;31,1;24,9;19,9;19,5;15,4;10,2;8,4;16,2;75,2;68,1;3,1;4,0;28,3;7,7;6,3;2,3;2,4;1,6;-17,5;0,617
200069060;13630;22910;36660;2,7;55,1;5,0;23,4;NA;9,6;10,1;8,2;NA;NA;8,6;74,4;67,8;2,8;3,8;31,2;7,4;3,7;1,8;1,2;0,7;-16,7;0,639
200069086;12900;20960;32370;2,5;43,8;7,4;24,0;12,4;10,1;11,8;11,2;8,1;11,3;10,6;67,5;57,4;3,0;7,1;34,0;8,0;5,0;2,5;1,5;1,0;-14,5;0,700
200069094;11020;19720;32350;2,9;39,3;12,2;31,4;NA;19,1;17,5;20,0;13,0;15,2;17,0;57,7;49,3;3,2;5,2;41,6;9,1;5,8;2,0;2,5;1,3;-14,2;0,635
200069102;11910;20460;31940;2,7;38,6;11,2;24,0;NA;NA;NA;NA;NA;NA;13,9;68,5;54,8;2,1;11,6;31,3;9,3;5,0;2,2;1,9;0,9;-14,1;0,663
200069110;12410;23040;39900;3,2;56,6;5,0;23,1;19,5;13,9;14,0;11,5;7,4;6,5;11,7;72,8;64,6;2,7;5,5;29,7;10,9;4,9;1,9;1,8;1,2;-18,3;0,640
200069128;11190;19490;31790;2,8;38,0;11,4;26,1;NA;NA;18,1;NA;NA;NA;15,7;63,1;51,5;2,6;9,0;34,9;9,6;5,8;2,2;2,4;1,2;-13,4;0,627
200069136;8260;16600;31480;3,8;31,9;24,0;49,1;NA;45,2;44,3;35,0;21,4;NA;31,5;47,6;36,1;3,5;8,0;47,1;9,6;8,2;1,9;4,5;1,8;-12,5;0,545
200069144;11340;19450;32590;2,9;38,3;14,8;23,5;NA;NA;21,2;NA;NA;NA;17,0;60,0;45,0;1,9;13,1;33,9;15,5;5,2;1,9;2,3;1,0;-14,6;0,676
200069151;10930;19270;32760;3,0;38,4;12,1;30,2;NA;22,7;19,9;17,5;12,6;NA;18,2;60,4;46,7;3,5;10,2;36,4;10,7;6,2;2,0;2,7;1,5;-13,7;0,578
200069169;12050;20810;33200;2,8;42,8;10,2;24,9;NA;13,5;11,3;12,6;11,9;18,6;13,0;69,5;55,1;2,6;11,8;29,6;11,4;4,2;1,9;1,6;0,7;-14,7;0,693
200069177;14900;24820;40460;2,7;61,3;5,0;18,0;NA;6,6;6,5;5,7;5,0;8,0;6,2;76,6;69,1;2,1;5,4;28,8;10,1;2,9;1,5;0,9;0,5;-18,4;0,717
